trial,sigma,success,steps,final_confidence,rcp,R,T
34,976,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
35,977,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
36,978,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
37,979,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
38,980,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
39,981,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
40,982,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
41,983,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
42,984,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
43,985,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
44,986,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
45,987,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
46,988,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
47,989,0.9,1.11,1,12,0.9993,432.00,4,3,0.2
48,990,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
49,991,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
50,992,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
51,993,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
52,994,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
53,995,0.9,1.11,1,11,0.9993,396.00,4,3,0.2
54,996,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
55,997,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
56,998,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
57,999,0.9,1.11,1,11,0.9990,396.00,4,3,0.2
58,1000,0.9,1.11,1,11,0.9993,396.00,4,3,0.2
59,1001,0.9,1.11,1,12,0.9993,432.00,4,3,0.2
60,1002,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
61,1003,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
62,1004,0.9,1.11,1,12,0.9994,432.00,4,3,0.2
63,1005,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
64,1006,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
65,1007,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
66,1008,0.9,1.11,1,12,0.9995,432.00,4,3,0.2
67,1009,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
68,1010,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
69,1011,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
70,1012,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
71,1013,0.9,1.11,1,14,0.9994,504.00,4,3,0.2
72,1014,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
73,1015,0.9,1.11,1,11,0.9990,396.00,4,3,0.2
74,1016,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
75,1017,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
76,1018,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
77,1019,0.9,1.11,1,12,0.9995,432.00,4,3,0.2
78,1020,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
79,1021,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
80,1022,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
81,1023,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
82,1024,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
83,1025,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
84,1026,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
85,1027,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
86,1028,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
87,1029,0.9,1.11,1,12,0.9994,432.00,4,3,0.2
88,1030,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
89,1031,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
90,1032,0.9,1.11,1,12,0.9995,432.00,4,3,0.2
91,1033,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
92,1034,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
93,1035,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
94,1036,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
95,1037,0.9,1.11,1,11,0.9989,396.00,4,3,0.2
96,1038,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
97,1039,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
98,1040,0.9,1.11,1,11,0.9993,396.00,4,3,0.2
99,1041,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
100,1042,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
101,1043,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
102,1044,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
103,1045,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
104,1046,0.9,1.11,1,13,0.9995,468.00,4,3,0.2
105,1047,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
106,1048,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
107,1049,0.9,1.11,1,11,0.9989,396.00,4,3,0.2
108,1050,0.9,1.11,1,10,0.9990,360.00,4,3,0.2
109,1051,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
110,1052,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
111,1053,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
112,1054,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
113,1055,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
114,1056,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
115,1057,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
116,1058,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
117,1059,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
118,1060,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
119,1061,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
120,1062,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
121,1063,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
122,1064,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
123,1065,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
124,1066,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
125,1067,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
126,1068,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
127,1069,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
128,1070,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
129,1071,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
130,1072,0.9,1.11,1,11,0.9993,396.00,4,3,0.2
131,1073,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
132,1074,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
133,1075,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
134,1076,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
135,1077,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
136,1078,0.9,1.11,1,12,0.9994,432.00,4,3,0.2
137,1079,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
138,1080,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
139,1081,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
140,1082,0.9,1.11,1,12,0.9991,432.00,4,3,0.2
141,1083,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
142,1084,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
143,1085,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
144,1086,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
145,1087,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
146,1088,0.9,1.11,1,12,0.9993,432.00,4,3,0.2
147,1089,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
148,1090,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
149,1091,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
150,1092,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
151,1093,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
152,1094,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
153,1095,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
154,1096,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
155,1097,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
156,1098,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
157,1099,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
158,1100,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
159,1101,0.9,1.11,1,11,0.9990,396.00,4,3,0.2
160,1102,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
161,1103,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
162,1104,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
163,1105,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
164,1106,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
165,1107,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
166,1108,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
167,1109,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
168,1110,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
169,1111,0.9,1.11,1,12,0.9994,432.00,4,3,0.2
170,1112,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
171,1113,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
172,1114,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
173,1115,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
174,1116,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
175,1117,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
176,1118,0.9,1.11,1,11,0.9993,396.00,4,3,0.2
177,1119,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
178,1120,0.9,1.11,1,10,0.9991,360.00,4,3,0.2
179,1121,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
180,1122,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
181,1123,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
182,1124,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
183,1125,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
184,1126,0.9,1.11,1,11,0.9992,396.00,4,3,0.2
185,1127,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
186,1128,0.9,1.11,1,11,0.9990,396.00,4,3,0.2
187,1129,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
188,1130,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
189,1131,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
190,1132,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
191,1133,0.9,1.11,1,12,0.9994,432.00,4,3,0.2
192,1134,0.9,1.11,1,10,0.9990,360.00,4,3,0.2
193,1135,0.9,1.11,1,11,0.9994,396.00,4,3,0.2
194,1136,0.9,1.11,1,11,0.9995,396.00,4,3,0.2
195,1137,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
196,1138,0.9,1.11,1,11,0.9991,396.00,4,3,0.2
197,1139,0.9,1.11,1,12,0.9992,432.00,4,3,0.2
198,1140,0.9,1.11,1,10,0.9990,360.00,4,3,0.2
199,1141,0.9,1.11,1,10,0.9992,360.00,4,3,0.2
0,1042,1.0,1.00,1,10,0.9990,360.00,4,3,0.2
1,1043,1.0,1.00,1,14,0.9994,504.00,4,3,0.2
2,1044,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
3,1045,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
4,1046,1.0,1.00,1,14,0.9994,504.00,4,3,0.2
5,1047,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
6,1048,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
7,1049,1.0,1.00,1,11,0.9977,396.00,4,3,0.2
8,1050,1.0,1.00,1,10,0.9990,360.00,4,3,0.2
9,1051,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
10,1052,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
11,1053,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
12,1054,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
13,1055,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
14,1056,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
15,1057,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
16,1058,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
17,1059,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
18,1060,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
19,1061,1.0,1.00,1,11,0.9990,396.00,4,3,0.2
20,1062,1.0,1.00,1,13,0.9991,468.00,4,3,0.2
21,1063,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
22,1064,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
23,1065,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
24,1066,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
25,1067,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
26,1068,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
27,1069,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
28,1070,1.0,1.00,1,10,0.9990,360.00,4,3,0.2
29,1071,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
30,1072,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
31,1073,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
32,1074,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
33,1075,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
34,1076,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
35,1077,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
36,1078,1.0,1.00,1,12,0.9992,432.00,4,3,0.2
37,1079,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
38,1080,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
39,1081,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
40,1082,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
41,1083,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
42,1084,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
43,1085,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
44,1086,1.0,1.00,1,12,0.9995,432.00,4,3,0.2
45,1087,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
46,1088,1.0,1.00,1,12,0.9992,432.00,4,3,0.2
47,1089,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
48,1090,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
49,1091,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
50,1092,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
51,1093,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
52,1094,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
53,1095,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
54,1096,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
55,1097,1.0,1.00,1,12,0.9995,432.00,4,3,0.2
56,1098,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
57,1099,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
58,1100,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
59,1101,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
60,1102,1.0,1.00,1,11,0.9993,396.00,4,3,0.2
61,1103,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
62,1104,1.0,1.00,1,11,0.9990,396.00,4,3,0.2
63,1105,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
64,1106,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
65,1107,1.0,1.00,1,11,0.9993,396.00,4,3,0.2
66,1108,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
67,1109,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
68,1110,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
69,1111,1.0,1.00,1,12,0.9993,432.00,4,3,0.2
70,1112,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
71,1113,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
72,1114,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
73,1115,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
74,1116,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
75,1117,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
76,1118,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
77,1119,1.0,1.00,1,12,0.9992,432.00,4,3,0.2
78,1120,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
79,1121,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
80,1122,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
81,1123,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
82,1124,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
83,1125,1.0,1.00,1,11,0.9990,396.00,4,3,0.2
84,1126,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
85,1127,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
86,1128,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
87,1129,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
88,1130,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
89,1131,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
90,1132,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
91,1133,1.0,1.00,1,12,0.9993,432.00,4,3,0.2
92,1134,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
93,1135,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
94,1136,1.0,1.00,1,10,0.9990,360.00,4,3,0.2
95,1137,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
96,1138,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
97,1139,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
98,1140,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
99,1141,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
100,1142,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
101,1143,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
102,1144,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
103,1145,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
104,1146,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
105,1147,1.0,1.00,1,11,0.9993,396.00,4,3,0.2
106,1148,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
107,1149,1.0,1.00,1,11,0.9993,396.00,4,3,0.2
108,1150,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
109,1151,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
110,1152,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
111,1153,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
112,1154,1.0,1.00,1,12,0.9992,432.00,4,3,0.2
113,1155,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
114,1156,1.0,1.00,1,14,0.9994,504.00,4,3,0.2
115,1157,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
116,1158,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
117,1159,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
118,1160,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
119,1161,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
120,1162,1.0,1.00,1,19,0.9993,684.00,4,3,0.2
121,1163,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
122,1164,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
123,1165,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
124,1166,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
125,1167,1.0,1.00,1,11,0.9993,396.00,4,3,0.2
126,1168,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
127,1169,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
128,1170,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
129,1171,1.0,1.00,1,18,0.9995,648.00,4,3,0.2
130,1172,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
131,1173,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
132,1174,1.0,1.00,1,10,0.9990,360.00,4,3,0.2
133,1175,1.0,1.00,1,11,0.9983,396.00,4,3,0.2
134,1176,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
135,1177,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
136,1178,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
137,1179,1.0,1.00,1,19,0.9994,684.00,4,3,0.2
138,1180,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
139,1181,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
140,1182,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
141,1183,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
142,1184,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
143,1185,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
144,1186,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
145,1187,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
146,1188,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
147,1189,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
148,1190,1.0,1.00,1,12,0.9992,432.00,4,3,0.2
149,1191,1.0,1.00,1,12,0.9995,432.00,4,3,0.2
150,1192,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
151,1193,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
152,1194,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
153,1195,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
154,1196,1.0,1.00,1,11,0.9990,396.00,4,3,0.2
155,1197,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
156,1198,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
157,1199,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
158,1200,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
159,1201,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
160,1202,1.0,1.00,1,11,0.9992,396.00,4,3,0.2
161,1203,1.0,1.00,1,11,0.9994,396.00,4,3,0.2
162,1204,1.0,1.00,1,12,0.9992,432.00,4,3,0.2
163,1205,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
164,1206,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
165,1207,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
166,1208,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
167,1209,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
168,1210,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
169,1211,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
170,1212,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
171,1213,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
172,1214,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
173,1215,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
174,1216,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
175,1217,1.0,1.00,1,13,0.9993,468.00,4,3,0.2
176,1218,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
177,1219,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
178,1220,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
179,1221,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
180,1222,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
181,1223,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
182,1224,1.0,1.00,1,11,0.9993,396.00,4,3,0.2
183,1225,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
184,1226,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
185,1227,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
186,1228,1.0,1.00,1,11,0.9995,396.00,4,3,0.2
187,1229,1.0,1.00,1,12,0.9994,432.00,4,3,0.2
188,1230,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
189,1231,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
190,1232,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
191,1233,1.0,1.00,1,10,0.9990,360.00,4,3,0.2
192,1234,1.0,1.00,1,12,0.9991,432.00,4,3,0.2
193,1235,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
194,1236,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
195,1237,1.0,1.00,1,18,0.9994,648.00,4,3,0.2
196,1238,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
197,1239,1.0,1.00,1,10,0.9992,360.00,4,3,0.2
198,1240,1.0,1.00,1,10,0.9991,360.00,4,3,0.2
199,1241,1.0,1.00,1,11,0.9991,396.00,4,3,0.2
0,1142,1.1,0.91,1,12,0.9991,432.00,4,3,0.2
1,1143,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
2,1144,1.1,0.91,1,18,0.9994,648.00,4,3,0.2
3,1145,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
4,1146,1.1,0.91,1,10,0.9991,360.00,4,3,0.2
5,1147,1.1,0.91,1,11,0.9993,396.00,4,3,0.2
6,1148,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
7,1149,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
8,1150,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
9,1151,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
10,1152,1.1,0.91,1,10,0.9992,360.00,4,3,0.2
11,1153,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
12,1154,1.1,0.91,1,12,0.9991,432.00,4,3,0.2
13,1155,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
14,1156,1.1,0.91,1,14,0.9994,504.00,4,3,0.2
15,1157,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
16,1158,1.1,0.91,1,9,0.9972,324.00,4,3,0.2
17,1159,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
18,1160,1.1,0.91,1,11,0.9992,396.00,4,3,0.2
19,1161,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
20,1162,1.1,0.91,1,20,0.9995,720.00,4,3,0.2
21,1163,1.1,0.91,1,11,0.9994,396.00,4,3,0.2
22,1164,1.1,0.91,1,10,0.9992,360.00,4,3,0.2
23,1165,1.1,0.91,1,11,0.9994,396.00,4,3,0.2
24,1166,1.1,0.91,1,11,0.9992,396.00,4,3,0.2
25,1167,1.1,0.91,1,11,0.9993,396.00,4,3,0.2
26,1168,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
27,1169,1.1,0.91,1,11,0.9990,396.00,4,3,0.2
28,1170,1.1,0.91,1,10,0.9992,360.00,4,3,0.2
29,1171,1.1,0.91,1,18,0.9991,648.00,4,3,0.2
30,1172,1.1,0.91,1,12,0.9992,432.00,4,3,0.2
31,1173,1.1,0.91,1,10,0.9991,360.00,4,3,0.2
32,1174,1.1,0.91,1,11,0.9995,396.00,4,3,0.2
33,1175,1.1,0.91,1,14,0.9992,504.00,4,3,0.2
34,1176,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
35,1177,1.1,0.91,1,10,0.9992,360.00,4,3,0.2
36,1178,1.1,0.91,1,11,0.9992,396.00,4,3,0.2
37,1179,1.1,0.91,1,19,0.9991,684.00,4,3,0.2
38,1180,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
39,1181,1.1,0.91,1,11,0.9994,396.00,4,3,0.2
40,1182,1.1,0.91,1,12,0.9991,432.00,4,3,0.2
41,1183,1.1,0.91,1,10,0.9991,360.00,4,3,0.2
42,1184,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
43,1185,1.1,0.91,1,10,0.9992,360.00,4,3,0.2
44,1186,1.1,0.91,1,11,0.9991,396.00,4,3,0.2
