trial,trial_seed,sigma,snr,success,steps,final_confidence,rcp,active_cells,weight_scale,R,T
8,1850,1.8,0.56,1,11,0.9994,396.00,4,1.0,3,0.2
9,1851,1.8,0.56,1,11,0.9984,396.00,4,1.0,3,0.2
10,1852,1.8,0.56,1,12,0.9994,432.00,4,1.0,3,0.2
11,1853,1.8,0.56,1,13,0.9991,468.00,4,1.0,3,0.2
12,1854,1.8,0.56,1,10,0.9992,360.00,4,1.0,3,0.2
13,1855,1.8,0.56,1,11,0.9990,396.00,4,1.0,3,0.2
14,1856,1.8,0.56,1,19,0.9992,684.00,4,1.0,3,0.2
15,1857,1.8,0.56,1,10,0.9990,360.00,4,1.0,3,0.2
16,1858,1.8,0.56,1,13,0.9992,468.00,4,1.0,3,0.2
17,1859,1.8,0.56,1,13,0.9994,468.00,4,1.0,3,0.2
18,1860,1.8,0.56,1,13,0.9993,468.00,4,1.0,3,0.2
19,1861,1.8,0.56,1,11,0.9988,396.00,4,1.0,3,0.2
0,1942,1.9,0.53,1,16,0.9993,576.00,4,1.0,3,0.2
1,1943,1.9,0.53,1,30,0.9990,1080.00,4,1.0,3,0.2
2,1944,1.9,0.53,1,27,0.9980,972.00,4,1.0,3,0.2
3,1945,1.9,0.53,1,28,0.9993,1008.00,4,1.0,3,0.2
4,1946,1.9,0.53,1,12,0.9995,432.00,4,1.0,3,0.2
5,1947,1.9,0.53,1,30,0.9992,1080.00,4,1.0,3,0.2
6,1948,1.9,0.53,1,35,0.9990,1260.00,4,1.0,3,0.2
7,1949,1.9,0.53,1,29,0.9991,1044.00,4,1.0,3,0.2
8,1950,1.9,0.53,1,20,0.9995,720.00,4,1.0,3,0.2
9,1951,1.9,0.53,1,10,0.9992,360.00,4,1.0,3,0.2
10,1952,1.9,0.53,1,10,0.9992,360.00,4,1.0,3,0.2
11,1953,1.9,0.53,1,10,0.9973,360.00,4,1.0,3,0.2
12,1954,1.9,0.53,1,14,0.9993,504.00,4,1.0,3,0.2
13,1955,1.9,0.53,1,19,0.9991,684.00,4,1.0,3,0.2
14,1956,1.9,0.53,1,14,0.9995,504.00,4,1.0,3,0.2
15,1957,1.9,0.53,1,11,0.9991,396.00,4,1.0,3,0.2
16,1958,1.9,0.53,1,12,0.9994,432.00,4,1.0,3,0.2
17,1959,1.9,0.53,1,38,0.9992,1368.00,4,1.0,3,0.2
18,1960,1.9,0.53,1,24,0.9992,864.00,4,1.0,3,0.2
19,1961,1.9,0.53,1,13,0.9991,468.00,4,1.0,3,0.2
0,2042,2.0,0.50,1,11,0.9991,396.00,4,1.0,3,0.2
1,2043,2.0,0.50,1,10,0.9992,360.00,4,1.0,3,0.2
2,2044,2.0,0.50,1,27,0.9994,972.00,4,1.0,3,0.2
3,2045,2.0,0.50,1,11,0.9990,396.00,4,1.0,3,0.2
4,2046,2.0,0.50,1,12,0.9989,432.00,4,1.0,3,0.2
5,2047,2.0,0.50,1,33,0.9994,1188.00,4,1.0,3,0.2
6,2048,2.0,0.50,1,11,0.9990,396.00,4,1.0,3,0.2
7,2049,2.0,0.50,1,25,0.9993,900.00,4,1.0,3,0.2
8,2050,2.0,0.50,0,50,0.7462,1800.00,4,1.0,3,0.2
9,2051,2.0,0.50,1,11,0.9991,396.00,4,1.0,3,0.2
10,2052,2.0,0.50,1,16,0.9995,576.00,4,1.0,3,0.2
11,2053,2.0,0.50,1,21,0.9993,756.00,4,1.0,3,0.2
12,2054,2.0,0.50,1,11,0.9990,396.00,4,1.0,3,0.2
13,2055,2.0,0.50,1,20,0.9987,720.00,4,1.0,3,0.2
14,2056,2.0,0.50,1,17,0.9992,612.00,4,1.0,3,0.2
15,2057,2.0,0.50,1,11,0.9991,396.00,4,1.0,3,0.2
16,2058,2.0,0.50,1,20,0.9993,720.00,4,1.0,3,0.2
17,2059,2.0,0.50,1,24,0.9995,864.00,4,1.0,3,0.2
18,2060,2.0,0.50,1,10,0.9991,360.00,4,1.0,3,0.2
19,2061,2.0,0.50,1,13,0.9993,468.00,4,1.0,3,0.2
0,42,0.0,999.00,1,11,0.9993,396.00,4,0.5,3,0.2
1,43,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
2,44,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
3,45,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
4,46,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
5,47,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
6,48,0.0,999.00,1,11,0.9993,396.00,4,0.5,3,0.2
7,49,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
8,50,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
9,51,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
10,52,0.0,999.00,1,11,0.9993,396.00,4,0.5,3,0.2
11,53,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
12,54,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
13,55,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
14,56,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
15,57,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
16,58,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
17,59,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
18,60,0.0,999.00,1,11,0.9991,396.00,4,0.5,3,0.2
19,61,0.0,999.00,1,11,0.9992,396.00,4,0.5,3,0.2
0,142,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
1,143,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
2,144,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
3,145,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
4,146,0.1,10.00,1,11,0.9993,396.00,4,0.5,3,0.2
5,147,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
6,148,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
7,149,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
8,150,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
9,151,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
10,152,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
11,153,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
12,154,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
13,155,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
14,156,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
15,157,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
16,158,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
17,159,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
18,160,0.1,10.00,1,11,0.9992,396.00,4,0.5,3,0.2
19,161,0.1,10.00,1,11,0.9991,396.00,4,0.5,3,0.2
0,242,0.2,5.00,1,11,0.9994,396.00,4,0.5,3,0.2
1,243,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
2,244,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
3,245,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
4,246,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
5,247,0.2,5.00,1,11,0.9992,396.00,4,0.5,3,0.2
6,248,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
7,249,0.2,5.00,1,11,0.9992,396.00,4,0.5,3,0.2
8,250,0.2,5.00,1,11,0.9992,396.00,4,0.5,3,0.2
9,251,0.2,5.00,1,11,0.9992,396.00,4,0.5,3,0.2
10,252,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
11,253,0.2,5.00,1,11,0.9992,396.00,4,0.5,3,0.2
12,254,0.2,5.00,1,10,0.9991,360.00,4,0.5,3,0.2
13,255,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
14,256,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
15,257,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
16,258,0.2,5.00,1,11,0.9992,396.00,4,0.5,3,0.2
17,259,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
18,260,0.2,5.00,1,11,0.9991,396.00,4,0.5,3,0.2
19,261,0.2,5.00,1,11,0.9993,396.00,4,0.5,3,0.2
0,342,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
1,343,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
2,344,0.3,3.33,1,11,0.9993,396.00,4,0.5,3,0.2
3,345,0.3,3.33,1,11,0.9990,396.00,4,0.5,3,0.2
4,346,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
5,347,0.3,3.33,1,11,0.9990,396.00,4,0.5,3,0.2
6,348,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
7,349,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
8,350,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
9,351,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
10,352,0.3,3.33,1,11,0.9994,396.00,4,0.5,3,0.2
11,353,0.3,3.33,1,11,0.9994,396.00,4,0.5,3,0.2
12,354,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
13,355,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
14,356,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
15,357,0.3,3.33,1,11,0.9990,396.00,4,0.5,3,0.2
16,358,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
17,359,0.3,3.33,1,11,0.9992,396.00,4,0.5,3,0.2
18,360,0.3,3.33,1,11,0.9991,396.00,4,0.5,3,0.2
19,361,0.3,3.33,1,11,0.9992,396.00,4,0.5,3,0.2
0,442,0.4,2.50,1,11,0.9993,396.00,4,0.5,3,0.2
1,443,0.4,2.50,1,10,0.9987,360.00,4,0.5,3,0.2
2,444,0.4,2.50,1,11,0.9988,396.00,4,0.5,3,0.2
3,445,0.4,2.50,1,11,0.9990,396.00,4,0.5,3,0.2
4,446,0.4,2.50,1,12,0.9993,432.00,4,0.5,3,0.2
5,447,0.4,2.50,1,11,0.9991,396.00,4,0.5,3,0.2
6,448,0.4,2.50,1,12,0.9993,432.00,4,0.5,3,0.2
7,449,0.4,2.50,1,12,0.9993,432.00,4,0.5,3,0.2
8,450,0.4,2.50,1,11,0.9985,396.00,4,0.5,3,0.2
9,451,0.4,2.50,1,11,0.9988,396.00,4,0.5,3,0.2
10,452,0.4,2.50,1,13,0.9994,468.00,4,0.5,3,0.2
11,453,0.4,2.50,1,11,0.9991,396.00,4,0.5,3,0.2
12,454,0.4,2.50,1,11,0.9990,396.00,4,0.5,3,0.2
13,455,0.4,2.50,1,12,0.9993,432.00,4,0.5,3,0.2
14,456,0.4,2.50,1,12,0.9994,432.00,4,0.5,3,0.2
15,457,0.4,2.50,1,14,0.9994,504.00,4,0.5,3,0.2
16,458,0.4,2.50,1,11,0.9991,396.00,4,0.5,3,0.2
17,459,0.4,2.50,1,11,0.9991,396.00,4,0.5,3,0.2
18,460,0.4,2.50,1,11,0.9993,396.00,4,0.5,3,0.2
19,461,0.4,2.50,1,12,0.9994,432.00,4,0.5,3,0.2
0,542,0.5,2.00,1,12,0.9995,432.00,4,0.5,3,0.2
1,543,0.5,2.00,1,16,0.9984,576.00,4,0.5,3,0.2
2,544,0.5,2.00,1,11,0.9995,396.00,4,0.5,3,0.2
3,545,0.5,2.00,1,12,0.9993,432.00,4,0.5,3,0.2
4,546,0.5,2.00,1,12,0.9994,432.00,4,0.5,3,0.2
5,547,0.5,2.00,1,13,0.9993,468.00,4,0.5,3,0.2
6,548,0.5,2.00,1,12,0.9992,432.00,4,0.5,3,0.2
7,549,0.5,2.00,1,11,0.9991,396.00,4,0.5,3,0.2
8,550,0.5,2.00,1,11,0.9991,396.00,4,0.5,3,0.2
9,551,0.5,2.00,1,11,0.9986,396.00,4,0.5,3,0.2
10,552,0.5,2.00,1,15,0.9992,540.00,4,0.5,3,0.2
11,553,0.5,2.00,1,11,0.9991,396.00,4,0.5,3,0.2
12,554,0.5,2.00,1,11,0.9988,396.00,4,0.5,3,0.2
13,555,0.5,2.00,1,10,0.9990,360.00,4,0.5,3,0.2
14,556,0.5,2.00,1,10,0.9989,360.00,4,0.5,3,0.2
15,557,0.5,2.00,1,11,0.9991,396.00,4,0.5,3,0.2
16,558,0.5,2.00,1,12,0.9994,432.00,4,0.5,3,0.2
17,559,0.5,2.00,1,14,0.9990,504.00,4,0.5,3,0.2
18,560,0.5,2.00,1,11,0.9991,396.00,4,0.5,3,0.2
19,561,0.5,2.00,1,16,0.9990,576.00,4,0.5,3,0.2
0,642,0.6,1.67,1,12,0.9976,432.00,4,0.5,3,0.2
1,643,0.6,1.67,1,11,0.9989,396.00,4,0.5,3,0.2
2,644,0.6,1.67,1,12,0.9983,432.00,4,0.5,3,0.2
3,645,0.6,1.67,1,11,0.9990,396.00,4,0.5,3,0.2
4,646,0.6,1.67,1,19,0.9989,684.00,4,0.5,3,0.2
5,647,0.6,1.67,1,11,0.9991,396.00,4,0.5,3,0.2
6,648,0.6,1.67,1,14,0.9989,504.00,4,0.5,3,0.2
7,649,0.6,1.67,1,14,0.9994,504.00,4,0.5,3,0.2
8,650,0.6,1.67,1,12,0.9979,432.00,4,0.5,3,0.2
9,651,0.6,1.67,1,12,0.9993,432.00,4,0.5,3,0.2
10,652,0.6,1.67,1,13,0.9993,468.00,4,0.5,3,0.2
11,653,0.6,1.67,1,11,0.9986,396.00,4,0.5,3,0.2
12,654,0.6,1.67,1,11,0.9991,396.00,4,0.5,3,0.2
13,655,0.6,1.67,1,25,0.9994,900.00,4,0.5,3,0.2
14,656,0.6,1.67,1,12,0.9987,432.00,4,0.5,3,0.2
15,657,0.6,1.67,1,12,0.9991,432.00,4,0.5,3,0.2
16,658,0.6,1.67,1,12,0.9994,432.00,4,0.5,3,0.2
17,659,0.6,1.67,1,13,0.9992,468.00,4,0.5,3,0.2
18,660,0.6,1.67,1,13,0.9994,468.00,4,0.5,3,0.2
19,661,0.6,1.67,1,19,0.9991,684.00,4,0.5,3,0.2
0,742,0.7,1.43,1,11,0.9993,396.00,4,0.5,3,0.2
1,743,0.7,1.43,1,11,0.9987,396.00,4,0.5,3,0.2
2,744,0.7,1.43,1,13,0.9993,468.00,4,0.5,3,0.2
3,745,0.7,1.43,1,11,0.9992,396.00,4,0.5,3,0.2
4,746,0.7,1.43,1,11,0.9991,396.00,4,0.5,3,0.2
5,747,0.7,1.43,1,10,0.9991,360.00,4,0.5,3,0.2
6,748,0.7,1.43,1,25,0.9992,900.00,4,0.5,3,0.2
7,749,0.7,1.43,1,14,0.9991,504.00,4,0.5,3,0.2
8,750,0.7,1.43,1,20,0.9992,720.00,4,0.5,3,0.2
9,751,0.7,1.43,1,15,0.9993,540.00,4,0.5,3,0.2
10,752,0.7,1.43,1,12,0.9992,432.00,4,0.5,3,0.2
11,753,0.7,1.43,1,10,0.9991,360.00,4,0.5,3,0.2
12,754,0.7,1.43,1,12,0.9993,432.00,4,0.5,3,0.2
13,755,0.7,1.43,1,40,0.9993,1440.00,4,0.5,3,0.2
14,756,0.7,1.43,1,27,0.9991,972.00,4,0.5,3,0.2
15,757,0.7,1.43,1,12,0.9984,432.00,4,0.5,3,0.2
16,758,0.7,1.43,1,12,0.9990,432.00,4,0.5,3,0.2
17,759,0.7,1.43,1,13,0.9987,468.00,4,0.5,3,0.2
18,760,0.7,1.43,1,12,0.9992,432.00,4,0.5,3,0.2
19,761,0.7,1.43,1,11,0.9991,396.00,4,0.5,3,0.2
0,842,0.8,1.25,1,14,0.9989,504.00,4,0.5,3,0.2
1,843,0.8,1.25,1,29,0.9991,1044.00,4,0.5,3,0.2
2,844,0.8,1.25,1,24,0.9991,864.00,4,0.5,3,0.2
3,845,0.8,1.25,1,12,0.9992,432.00,4,0.5,3,0.2
4,846,0.8,1.25,1,24,0.9991,864.00,4,0.5,3,0.2
5,847,0.8,1.25,1,21,0.9992,756.00,4,0.5,3,0.2
6,848,0.8,1.25,1,17,0.9991,612.00,4,0.5,3,0.2
7,849,0.8,1.25,1,15,0.9987,540.00,4,0.5,3,0.2
8,850,0.8,1.25,1,25,0.9991,900.00,4,0.5,3,0.2
9,851,0.8,1.25,1,15,0.9993,540.00,4,0.5,3,0.2
10,852,0.8,1.25,1,11,0.9991,396.00,4,0.5,3,0.2
11,853,0.8,1.25,1,45,0.9994,1620.00,4,0.5,3,0.2
12,854,0.8,1.25,1,19,0.9993,684.00,4,0.5,3,0.2
13,855,0.8,1.25,1,15,0.9991,540.00,4,0.5,3,0.2
14,856,0.8,1.25,1,28,0.9991,1008.00,4,0.5,3,0.2
15,857,0.8,1.25,1,14,0.9990,504.00,4,0.5,3,0.2
16,858,0.8,1.25,1,12,0.9994,432.00,4,0.5,3,0.2
17,859,0.8,1.25,1,17,0.9980,612.00,4,0.5,3,0.2
18,860,0.8,1.25,1,13,0.9984,468.00,4,0.5,3,0.2
19,861,0.8,1.25,1,13,0.9992,468.00,4,0.5,3,0.2
0,942,0.9,1.11,1,12,0.9992,432.00,4,0.5,3,0.2
1,943,0.9,1.11,1,12,0.9978,432.00,4,0.5,3,0.2
2,944,0.9,1.11,1,20,0.9995,720.00,4,0.5,3,0.2
3,945,0.9,1.11,1,15,0.9994,540.00,4,0.5,3,0.2
4,946,0.9,1.11,1,13,0.9992,468.00,4,0.5,3,0.2
5,947,0.9,1.11,1,18,0.9994,648.00,4,0.5,3,0.2
6,948,0.9,1.11,1,23,0.9991,828.00,4,0.5,3,0.2
7,949,0.9,1.11,1,43,0.9994,1548.00,4,0.5,3,0.2
8,950,0.9,1.11,1,42,0.9994,1512.00,4,0.5,3,0.2
9,951,0.9,1.11,1,11,0.9993,396.00,4,0.5,3,0.2
10,952,0.9,1.11,1,20,0.9983,720.00,4,0.5,3,0.2
11,953,0.9,1.11,1,30,0.9991,1080.00,4,0.5,3,0.2
12,954,0.9,1.11,1,15,0.9994,540.00,4,0.5,3,0.2
13,955,0.9,1.11,1,12,0.9991,432.00,4,0.5,3,0.2
14,956,0.9,1.11,1,14,0.9992,504.00,4,0.5,3,0.2
15,957,0.9,1.11,1,13,0.9991,468.00,4,0.5,3,0.2
16,958,0.9,1.11,1,12,0.9992,432.00,4,0.5,3,0.2
17,959,0.9,1.11,1,22,0.9970,792.00,4,0.5,3,0.2
18,960,0.9,1.11,1,16,0.9977,576.00,4,0.5,3,0.2
19,961,0.9,1.11,1,29,0.9993,1044.00,4,0.5,3,0.2
0,1042,1.0,1.00,1,29,0.9991,1044.00,4,0.5,3,0.2
1,1043,1.0,1.00,1,48,0.9994,1728.00,4,0.5,3,0.2
2,1044,1.0,1.00,1,16,0.9994,576.00,4,0.5,3,0.2
3,1045,1.0,1.00,1,24,0.9992,864.00,4,0.5,3,0.2
4,1046,1.0,1.00,1,33,0.9994,1188.00,4,0.5,3,0.2
5,1047,1.0,1.00,1,23,0.9990,828.00,4,0.5,3,0.2
6,1048,1.0,1.00,1,20,0.9985,720.00,4,0.5,3,0.2
7,1049,1.0,1.00,1,50,0.9275,1800.00,4,0.5,3,0.2
8,1050,1.0,1.00,1,17,0.9992,612.00,4,0.5,3,0.2
9,1051,1.0,1.00,1,21,0.9991,756.00,4,0.5,3,0.2
10,1052,1.0,1.00,1,13,0.9993,468.00,4,0.5,3,0.2
11,1053,1.0,1.00,1,19,0.9989,684.00,4,0.5,3,0.2
12,1054,1.0,1.00,1,19,0.9936,684.00,4,0.5,3,0.2
13,1055,1.0,1.00,1,33,0.9995,1188.00,4,0.5,3,0.2
14,1056,1.0,1.00,1,21,0.9994,756.00,4,0.5,3,0.2
15,1057,1.0,1.00,1,25,0.9993,900.00,4,0.5,3,0.2
16,1058,1.0,1.00,1,26,0.9990,936.00,4,0.5,3,0.2
17,1059,1.0,1.00,1,34,0.9991,1224.00,4,0.5,3,0.2
18,1060,1.0,1.00,1,45,0.9972,1620.00,4,0.5,3,0.2
19,1061,1.0,1.00,1,21,0.9992,756.00,4,0.5,3,0.2
0,1142,1.1,0.91,1,25,0.9991,900.00,4,0.5,3,0.2
1,1143,1.1,0.91,1,26,0.9978,936.00,4,0.5,3,0.2
2,1144,1.1,0.91,1,24,0.9994,864.00,4,0.5,3,0.2
3,1145,1.1,0.91,1,13,0.9986,468.00,4,0.5,3,0.2
4,1146,1.1,0.91,1,24,0.9992,864.00,4,0.5,3,0.2
5,1147,1.1,0.91,1,27,0.9991,972.00,4,0.5,3,0.2
6,1148,1.1,0.91,1,27,0.9991,972.00,4,0.5,3,0.2
7,1149,1.1,0.91,1,14,0.9990,504.00,4,0.5,3,0.2
8,1150,1.1,0.91,1,18,0.9986,648.00,4,0.5,3,0.2
9,1151,1.1,0.91,1,26,0.9976,936.00,4,0.5,3,0.2
10,1152,1.1,0.91,1,24,0.9991,864.00,4,0.5,3,0.2
11,1153,1.1,0.91,1,11,0.9989,396.00,4,0.5,3,0.2
12,1154,1.1,0.91,1,34,0.9973,1224.00,4,0.5,3,0.2
13,1155,1.1,0.91,0,50,0.4965,1800.00,4,0.5,3,0.2
14,1156,1.1,0.91,1,16,0.9994,576.00,4,0.5,3,0.2
15,1157,1.1,0.91,1,37,0.9994,1332.00,4,0.5,3,0.2
16,1158,1.1,0.91,1,25,0.9987,900.00,4,0.5,3,0.2
17,1159,1.1,0.91,1,35,0.9992,1260.00,4,0.5,3,0.2
18,1160,1.1,0.91,0,50,0.8076,1800.00,4,0.5,3,0.2
19,1161,1.1,0.91,1,50,0.9976,1800.00,4,0.5,3,0.2
0,1242,1.2,0.83,1,44,0.9995,1584.00,4,0.5,3,0.2
1,1243,1.2,0.83,1,50,0.9632,1800.00,4,0.5,3,0.2
2,1244,1.2,0.83,1,50,0.9929,1800.00,4,0.5,3,0.2
3,1245,1.2,0.83,1,13,0.9991,468.00,4,0.5,3,0.2
4,1246,1.2,0.83,1,22,0.9694,792.00,4,0.5,3,0.2
5,1247,1.2,0.83,1,32,0.9924,1152.00,4,0.5,3,0.2
6,1248,1.2,0.83,1,50,0.9684,1800.00,4,0.5,3,0.2
7,1249,1.2,0.83,1,25,0.9989,900.00,4,0.5,3,0.2
8,1250,1.2,0.83,1,50,0.9860,1800.00,4,0.5,3,0.2
9,1251,1.2,0.83,1,50,0.9887,1800.00,4,0.5,3,0.2
10,1252,1.2,0.83,0,50,0.7281,1800.00,4,0.5,3,0.2
11,1253,1.2,0.83,0,50,0.4827,1800.00,4,0.5,3,0.2
12,1254,1.2,0.83,1,21,0.9986,756.00,4,0.5,3,0.2
13,1255,1.2,0.83,1,35,0.9991,1260.00,4,0.5,3,0.2
14,1256,1.2,0.83,1,50,0.9657,1800.00,4,0.5,3,0.2
15,1257,1.2,0.83,1,37,0.9991,1332.00,4,0.5,3,0.2
16,1258,1.2,0.83,1,35,0.9991,1260.00,4,0.5,3,0.2
17,1259,1.2,0.83,1,50,0.9744,1800.00,4,0.5,3,0.2
18,1260,1.2,0.83,1,50,0.9480,1800.00,4,0.5,3,0.2
19,1261,1.2,0.83,1,19,0.9978,684.00,4,0.5,3,0.2
0,1342,1.3,0.77,0,50,0.8900,1800.00,4,0.5,3,0.2
1,1343,1.3,0.77,0,50,0.5311,1800.00,4,0.5,3,0.2
2,1344,1.3,0.77,1,13,0.9994,468.00,4,0.5,3,0.2
3,1345,1.3,0.77,1,31,0.9993,1116.00,4,0.5,3,0.2
4,1346,1.3,0.77,0,50,0.8960,1800.00,4,0.5,3,0.2
5,1347,1.3,0.77,1,28,0.9993,1008.00,4,0.5,3,0.2
6,1348,1.3,0.77,1,50,0.9057,1800.00,4,0.5,3,0.2
7,1349,1.3,0.77,1,27,0.9993,972.00,4,0.5,3,0.2
8,1350,1.3,0.77,1,38,0.9990,1368.00,4,0.5,3,0.2
9,1351,1.3,0.77,1,50,0.9922,1800.00,4,0.5,3,0.2
10,1352,1.3,0.77,1,17,0.9983,612.00,4,0.5,3,0.2
11,1353,1.3,0.77,0,50,0.6308,1800.00,4,0.5,3,0.2
12,1354,1.3,0.77,1,39,0.9995,1404.00,4,0.5,3,0.2
13,1355,1.3,0.77,1,41,0.9986,1476.00,4,0.5,3,0.2
14,1356,1.3,0.77,0,50,0.8541,1800.00,4,0.5,3,0.2
15,1357,1.3,0.77,0,50,0.6092,1800.00,4,0.5,3,0.2
16,1358,1.3,0.77,1,46,0.9993,1656.00,4,0.5,3,0.2
17,1359,1.3,0.77,1,12,0.9994,432.00,4,0.5,3,0.2
18,1360,1.3,0.77,1,19,0.9976,684.00,4,0.5,3,0.2
19,1361,1.3,0.77,0,50,0.8997,1800.00,4,0.5,3,0.2
0,1442,1.4,0.71,0,50,0.8744,1800.00,4,0.5,3,0.2
1,1443,1.4,0.71,1,50,0.9931,1800.00,4,0.5,3,0.2
2,1444,1.4,0.71,1,50,0.9503,1800.00,4,0.5,3,0.2
3,1445,1.4,0.71,1,31,0.9976,1116.00,4,0.5,3,0.2
4,1446,1.4,0.71,0,50,0.5119,1800.00,4,0.5,3,0.2
5,1447,1.4,0.71,1,50,0.9857,1800.00,4,0.5,3,0.2
6,1448,1.4,0.71,1,50,0.9935,1800.00,4,0.5,3,0.2
7,1449,1.4,0.71,1,27,0.9955,972.00,4,0.5,3,0.2
8,1450,1.4,0.71,1,50,0.9239,1800.00,4,0.5,3,0.2
9,1451,1.4,0.71,1,23,0.9820,828.00,4,0.5,3,0.2
10,1452,1.4,0.71,0,50,0.5586,1800.00,4,0.5,3,0.2
11,1453,1.4,0.71,1,50,0.9592,1800.00,4,0.5,3,0.2
12,1454,1.4,0.71,0,50,0.7654,1800.00,4,0.5,3,0.2
13,1455,1.4,0.71,1,37,0.9939,1332.00,4,0.5,3,0.2
14,1456,1.4,0.71,1,50,0.9506,1800.00,4,0.5,3,0.2
15,1457,1.4,0.71,1,50,0.9459,1800.00,4,0.5,3,0.2
16,1458,1.4,0.71,0,50,0.5825,1800.00,4,0.5,3,0.2
17,1459,1.4,0.71,1,47,0.9991,1692.00,4,0.5,3,0.2
18,1460,1.4,0.71,1,25,0.9988,900.00,4,0.5,3,0.2
19,1461,1.4,0.71,1,50,0.9969,1800.00,4,0.5,3,0.2
0,1542,1.5,0.67,1,26,0.9994,936.00,4,0.5,3,0.2
1,1543,1.5,0.67,1,50,0.9891,1800.00,4,0.5,3,0.2
2,1544,1.5,0.67,1,50,0.9470,1800.00,4,0.5,3,0.2
3,1545,1.5,0.67,0,50,0.8592,1800.00,4,0.5,3,0.2
4,1546,1.5,0.67,1,50,0.9356,1800.00,4,0.5,3,0.2
5,1547,1.5,0.67,1,34,0.9992,1224.00,4,0.5,3,0.2
6,1548,1.5,0.67,1,50,0.9929,1800.00,4,0.5,3,0.2
7,1549,1.5,0.67,0,50,0.5009,1800.00,4,0.5,3,0.2
8,1550,1.5,0.67,1,34,0.9994,1224.00,4,0.5,3,0.2
9,1551,1.5,0.67,1,25,0.9984,900.00,4,0.5,3,0.2
10,1552,1.5,0.67,1,50,0.9606,1800.00,4,0.5,3,0.2
11,1553,1.5,0.67,0,50,0.8969,1800.00,4,0.5,3,0.2
12,1554,1.5,0.67,0,50,0.4865,1800.00,4,0.5,3,0.2
13,1555,1.5,0.67,1,44,0.9994,1584.00,4,0.5,3,0.2
14,1556,1.5,0.67,0,50,0.6283,1800.00,4,0.5,3,0.2
15,1557,1.5,0.67,1,50,0.9869,1800.00,4,0.5,3,0.2
16,1558,1.5,0.67,1,35,0.9991,1260.00,4,0.5,3,0.2
17,1559,1.5,0.67,1,34,0.9994,1224.00,4,0.5,3,0.2
