trial,trial_seed,sigma,snr,success,steps,final_confidence,rcp,active_cells,weight_scale,R,T
18,1560,1.5,0.67,1,36,0.9988,1296.00,4,0.5,3,0.2
19,1561,1.5,0.67,1,38,0.9990,1368.00,4,0.5,3,0.2
0,1642,1.6,0.62,1,19,0.9991,684.00,4,0.5,3,0.2
1,1643,1.6,0.62,1,50,0.9967,1800.00,4,0.5,3,0.2
2,1644,1.6,0.62,0,50,0.5080,1800.00,4,0.5,3,0.2
3,1645,1.6,0.62,1,50,0.9418,1800.00,4,0.5,3,0.2
4,1646,1.6,0.62,1,26,0.9907,936.00,4,0.5,3,0.2
5,1647,1.6,0.62,0,50,0.8294,1800.00,4,0.5,3,0.2
6,1648,1.6,0.62,0,50,0.6141,1800.00,4,0.5,3,0.2
7,1649,1.6,0.62,1,48,0.9994,1728.00,4,0.5,3,0.2
8,1650,1.6,0.62,0,50,0.8731,1800.00,4,0.5,3,0.2
9,1651,1.6,0.62,0,50,0.6058,1800.00,4,0.5,3,0.2
10,1652,1.6,0.62,0,50,0.7462,1800.00,4,0.5,3,0.2
11,1653,1.6,0.62,0,50,0.8164,1800.00,4,0.5,3,0.2
12,1654,1.6,0.62,0,50,0.7648,1800.00,4,0.5,3,0.2
13,1655,1.6,0.62,1,14,0.9994,504.00,4,0.5,3,0.2
14,1656,1.6,0.62,1,50,0.9861,1800.00,4,0.5,3,0.2
15,1657,1.6,0.62,0,50,0.4830,1800.00,4,0.5,3,0.2
16,1658,1.6,0.62,1,50,0.9061,1800.00,4,0.5,3,0.2
17,1659,1.6,0.62,0,50,0.8634,1800.00,4,0.5,3,0.2
18,1660,1.6,0.62,0,50,0.6439,1800.00,4,0.5,3,0.2
19,1661,1.6,0.62,1,50,0.9463,1800.00,4,0.5,3,0.2
0,1742,1.7,0.59,0,50,0.8371,1800.00,4,0.5,3,0.2
1,1743,1.7,0.59,0,50,0.6191,1800.00,4,0.5,3,0.2
2,1744,1.7,0.59,1,50,0.9455,1800.00,4,0.5,3,0.2
3,1745,1.7,0.59,0,50,0.4761,1800.00,4,0.5,3,0.2
4,1746,1.7,0.59,0,50,0.8593,1800.00,4,0.5,3,0.2
5,1747,1.7,0.59,1,50,0.9828,1800.00,4,0.5,3,0.2
6,1748,1.7,0.59,1,50,0.9989,1800.00,4,0.5,3,0.2
7,1749,1.7,0.59,1,21,0.9993,756.00,4,0.5,3,0.2
8,1750,1.7,0.59,0,50,0.7463,1800.00,4,0.5,3,0.2
9,1751,1.7,0.59,1,50,0.9558,1800.00,4,0.5,3,0.2
10,1752,1.7,0.59,1,47,0.9281,1692.00,4,0.5,3,0.2
11,1753,1.7,0.59,1,35,0.9980,1260.00,4,0.5,3,0.2
12,1754,1.7,0.59,1,50,0.9473,1800.00,4,0.5,3,0.2
13,1755,1.7,0.59,0,50,0.8675,1800.00,4,0.5,3,0.2
14,1756,1.7,0.59,1,50,0.9845,1800.00,4,0.5,3,0.2
15,1757,1.7,0.59,1,31,0.9994,1116.00,4,0.5,3,0.2
16,1758,1.7,0.59,0,50,0.7398,1800.00,4,0.5,3,0.2
17,1759,1.7,0.59,1,48,0.9991,1728.00,4,0.5,3,0.2
18,1760,1.7,0.59,0,50,0.8039,1800.00,4,0.5,3,0.2
19,1761,1.7,0.59,0,50,0.4783,1800.00,4,0.5,3,0.2
0,1842,1.8,0.56,1,22,0.9811,792.00,4,0.5,3,0.2
1,1843,1.8,0.56,0,50,0.4558,1800.00,4,0.5,3,0.2
2,1844,1.8,0.56,1,50,0.9491,1800.00,4,0.5,3,0.2
3,1845,1.8,0.56,1,48,0.9994,1728.00,4,0.5,3,0.2
4,1846,1.8,0.56,1,41,0.9993,1476.00,4,0.5,3,0.2
5,1847,1.8,0.56,1,36,0.9890,1296.00,4,0.5,3,0.2
6,1848,1.8,0.56,0,50,0.4953,1800.00,4,0.5,3,0.2
7,1849,1.8,0.56,1,22,0.9979,792.00,4,0.5,3,0.2
8,1850,1.8,0.56,1,12,0.9991,432.00,4,0.5,3,0.2
9,1851,1.8,0.56,1,50,0.9800,1800.00,4,0.5,3,0.2
10,1852,1.8,0.56,0,50,0.7808,1800.00,4,0.5,3,0.2
11,1853,1.8,0.56,0,50,0.5601,1800.00,4,0.5,3,0.2
12,1854,1.8,0.56,0,50,0.5640,1800.00,4,0.5,3,0.2
13,1855,1.8,0.56,1,50,0.9762,1800.00,4,0.5,3,0.2
14,1856,1.8,0.56,0,50,0.6763,1800.00,4,0.5,3,0.2
15,1857,1.8,0.56,1,50,0.9636,1800.00,4,0.5,3,0.2
16,1858,1.8,0.56,0,50,0.7776,1800.00,4,0.5,3,0.2
17,1859,1.8,0.56,0,50,0.6491,1800.00,4,0.5,3,0.2
18,1860,1.8,0.56,1,43,0.9991,1548.00,4,0.5,3,0.2
19,1861,1.8,0.56,1,50,0.9795,1800.00,4,0.5,3,0.2
0,1942,1.9,0.53,0,50,0.5896,1800.00,4,0.5,3,0.2
1,1943,1.9,0.53,1,50,0.9760,1800.00,4,0.5,3,0.2
2,1944,1.9,0.53,0,50,0.5017,1800.00,4,0.5,3,0.2
3,1945,1.9,0.53,1,50,0.9950,1800.00,4,0.5,3,0.2
4,1946,1.9,0.53,1,50,0.9813,1800.00,4,0.5,3,0.2
5,1947,1.9,0.53,1,32,0.9969,1152.00,4,0.5,3,0.2
6,1948,1.9,0.53,0,50,0.7181,1800.00,4,0.5,3,0.2
7,1949,1.9,0.53,1,50,0.9137,1800.00,4,0.5,3,0.2
8,1950,1.9,0.53,0,50,0.6793,1800.00,4,0.5,3,0.2
9,1951,1.9,0.53,0,50,0.7313,1800.00,4,0.5,3,0.2
10,1952,1.9,0.53,0,50,0.5040,1800.00,4,0.5,3,0.2
11,1953,1.9,0.53,0,50,0.8277,1800.00,4,0.5,3,0.2
12,1954,1.9,0.53,0,50,0.8432,1800.00,4,0.5,3,0.2
13,1955,1.9,0.53,1,50,0.9794,1800.00,4,0.5,3,0.2
14,1956,1.9,0.53,0,50,0.8738,1800.00,4,0.5,3,0.2
15,1957,1.9,0.53,1,50,0.9125,1800.00,4,0.5,3,0.2
16,1958,1.9,0.53,0,50,0.5056,1800.00,4,0.5,3,0.2
17,1959,1.9,0.53,0,50,0.5533,1800.00,4,0.5,3,0.2
18,1960,1.9,0.53,0,50,0.7431,1800.00,4,0.5,3,0.2
19,1961,1.9,0.53,0,50,0.7006,1800.00,4,0.5,3,0.2
0,2042,2.0,0.50,0,50,0.5182,1800.00,4,0.5,3,0.2
1,2043,2.0,0.50,0,50,0.4947,1800.00,4,0.5,3,0.2
2,2044,2.0,0.50,0,50,0.8934,1800.00,4,0.5,3,0.2
3,2045,2.0,0.50,1,50,0.9418,1800.00,4,0.5,3,0.2
4,2046,2.0,0.50,0,50,0.5406,1800.00,4,0.5,3,0.2
5,2047,2.0,0.50,0,50,0.7034,1800.00,4,0.5,3,0.2
6,2048,2.0,0.50,0,50,0.6793,1800.00,4,0.5,3,0.2
7,2049,2.0,0.50,0,50,0.7295,1800.00,4,0.5,3,0.2
8,2050,2.0,0.50,0,50,0.7314,1800.00,4,0.5,3,0.2
9,2051,2.0,0.50,0,50,0.7402,1800.00,4,0.5,3,0.2
10,2052,2.0,0.50,0,50,0.8447,1800.00,4,0.5,3,0.2
11,2053,2.0,0.50,1,37,0.9990,1332.00,4,0.5,3,0.2
12,2054,2.0,0.50,1,46,0.9994,1656.00,4,0.5,3,0.2
13,2055,2.0,0.50,1,50,0.9634,1800.00,4,0.5,3,0.2
14,2056,2.0,0.50,0,50,0.6722,1800.00,4,0.5,3,0.2
15,2057,2.0,0.50,0,50,0.8750,1800.00,4,0.5,3,0.2
16,2058,2.0,0.50,1,28,0.9994,1008.00,4,0.5,3,0.2
17,2059,2.0,0.50,0,50,0.5093,1800.00,4,0.5,3,0.2
18,2060,2.0,0.50,1,50,0.9362,1800.00,4,0.5,3,0.2
19,2061,2.0,0.50,1,33,0.9992,1188.00,4,0.5,3,0.2
0,42,0.0,999.00,1,11,0.9857,396.00,4,0.2,3,0.2
1,43,0.0,999.00,1,11,0.9857,396.00,4,0.2,3,0.2
2,44,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
3,45,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
4,46,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
5,47,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
6,48,0.0,999.00,1,11,0.9857,396.00,4,0.2,3,0.2
7,49,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
8,50,0.0,999.00,1,12,0.9862,432.00,4,0.2,3,0.2
9,51,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
10,52,0.0,999.00,1,11,0.9857,396.00,4,0.2,3,0.2
11,53,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
12,54,0.0,999.00,1,12,0.9862,432.00,4,0.2,3,0.2
13,55,0.0,999.00,1,12,0.9862,432.00,4,0.2,3,0.2
14,56,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
15,57,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
16,58,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
17,59,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
18,60,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
19,61,0.0,999.00,1,12,0.9861,432.00,4,0.2,3,0.2
0,142,0.1,10.00,1,28,0.9799,1008.00,4,0.2,3,0.2
1,143,0.1,10.00,1,24,0.9884,864.00,4,0.2,3,0.2
2,144,0.1,10.00,1,19,0.9855,684.00,4,0.2,3,0.2
3,145,0.1,10.00,1,17,0.9852,612.00,4,0.2,3,0.2
4,146,0.1,10.00,1,15,0.9918,540.00,4,0.2,3,0.2
5,147,0.1,10.00,1,13,0.9872,468.00,4,0.2,3,0.2
6,148,0.1,10.00,1,17,0.9905,612.00,4,0.2,3,0.2
7,149,0.1,10.00,1,15,0.9894,540.00,4,0.2,3,0.2
8,150,0.1,10.00,1,26,0.9753,936.00,4,0.2,3,0.2
9,151,0.1,10.00,1,15,0.9833,540.00,4,0.2,3,0.2
10,152,0.1,10.00,1,42,0.9893,1512.00,4,0.2,3,0.2
11,153,0.1,10.00,1,18,0.9913,648.00,4,0.2,3,0.2
12,154,0.1,10.00,1,20,0.9812,720.00,4,0.2,3,0.2
13,155,0.1,10.00,1,9,0.9846,324.00,4,0.2,3,0.2
14,156,0.1,10.00,1,10,0.9824,360.00,4,0.2,3,0.2
15,157,0.1,10.00,1,16,0.9904,576.00,4,0.2,3,0.2
16,158,0.1,10.00,1,13,0.9914,468.00,4,0.2,3,0.2
17,159,0.1,10.00,1,12,0.9857,432.00,4,0.2,3,0.2
18,160,0.1,10.00,1,14,0.9867,504.00,4,0.2,3,0.2
19,161,0.1,10.00,1,25,0.9924,900.00,4,0.2,3,0.2
0,242,0.2,5.00,1,50,0.9764,1800.00,4,0.2,3,0.2
1,243,0.2,5.00,1,37,0.9791,1332.00,4,0.2,3,0.2
2,244,0.2,5.00,1,38,0.9854,1368.00,4,0.2,3,0.2
3,245,0.2,5.00,1,50,0.9739,1800.00,4,0.2,3,0.2
4,246,0.2,5.00,1,32,0.9929,1152.00,4,0.2,3,0.2
5,247,0.2,5.00,1,50,0.9577,1800.00,4,0.2,3,0.2
6,248,0.2,5.00,1,41,0.9925,1476.00,4,0.2,3,0.2
7,249,0.2,5.00,1,50,0.9786,1800.00,4,0.2,3,0.2
8,250,0.2,5.00,1,50,0.9847,1800.00,4,0.2,3,0.2
9,251,0.2,5.00,1,50,0.9173,1800.00,4,0.2,3,0.2
10,252,0.2,5.00,1,45,0.9864,1620.00,4,0.2,3,0.2
11,253,0.2,5.00,1,50,0.9608,1800.00,4,0.2,3,0.2
12,254,0.2,5.00,1,50,0.9729,1800.00,4,0.2,3,0.2
13,255,0.2,5.00,1,50,0.9762,1800.00,4,0.2,3,0.2
14,256,0.2,5.00,1,50,0.9881,1800.00,4,0.2,3,0.2
15,257,0.2,5.00,1,28,0.9893,1008.00,4,0.2,3,0.2
16,258,0.2,5.00,1,50,0.9815,1800.00,4,0.2,3,0.2
17,259,0.2,5.00,1,50,0.9687,1800.00,4,0.2,3,0.2
18,260,0.2,5.00,1,50,0.9777,1800.00,4,0.2,3,0.2
19,261,0.2,5.00,1,50,0.9643,1800.00,4,0.2,3,0.2
0,342,0.3,3.33,1,50,0.9715,1800.00,4,0.2,3,0.2
1,343,0.3,3.33,1,50,0.9675,1800.00,4,0.2,3,0.2
2,344,0.3,3.33,0,50,0.7234,1800.00,4,0.2,3,0.2
3,345,0.3,3.33,1,22,0.9845,792.00,4,0.2,3,0.2
4,346,0.3,3.33,1,30,0.9749,1080.00,4,0.2,3,0.2
5,347,0.3,3.33,1,50,0.9778,1800.00,4,0.2,3,0.2
6,348,0.3,3.33,1,50,0.9795,1800.00,4,0.2,3,0.2
7,349,0.3,3.33,0,50,0.8541,1800.00,4,0.2,3,0.2
8,350,0.3,3.33,0,50,0.7833,1800.00,4,0.2,3,0.2
9,351,0.3,3.33,1,50,0.9786,1800.00,4,0.2,3,0.2
10,352,0.3,3.33,1,50,0.9658,1800.00,4,0.2,3,0.2
11,353,0.3,3.33,1,50,0.9398,1800.00,4,0.2,3,0.2
12,354,0.3,3.33,1,50,0.9759,1800.00,4,0.2,3,0.2
13,355,0.3,3.33,1,43,0.9942,1548.00,4,0.2,3,0.2
14,356,0.3,3.33,0,50,0.8601,1800.00,4,0.2,3,0.2
15,357,0.3,3.33,0,50,0.8021,1800.00,4,0.2,3,0.2
16,358,0.3,3.33,1,26,0.9859,936.00,4,0.2,3,0.2
17,359,0.3,3.33,1,35,0.9941,1260.00,4,0.2,3,0.2
18,360,0.3,3.33,1,20,0.9921,720.00,4,0.2,3,0.2
19,361,0.3,3.33,1,50,0.9801,1800.00,4,0.2,3,0.2
0,442,0.4,2.50,1,50,0.9490,1800.00,4,0.2,3,0.2
1,443,0.4,2.50,1,50,0.9203,1800.00,4,0.2,3,0.2
2,444,0.4,2.50,1,50,0.9755,1800.00,4,0.2,3,0.2
3,445,0.4,2.50,1,50,0.9294,1800.00,4,0.2,3,0.2
4,446,0.4,2.50,0,50,0.8667,1800.00,4,0.2,3,0.2
5,447,0.4,2.50,1,50,0.9074,1800.00,4,0.2,3,0.2
6,448,0.4,2.50,1,50,0.9446,1800.00,4,0.2,3,0.2
7,449,0.4,2.50,0,50,0.7833,1800.00,4,0.2,3,0.2
8,450,0.4,2.50,1,50,0.9118,1800.00,4,0.2,3,0.2
9,451,0.4,2.50,0,50,0.5705,1800.00,4,0.2,3,0.2
10,452,0.4,2.50,0,50,0.7450,1800.00,4,0.2,3,0.2
11,453,0.4,2.50,1,50,0.9829,1800.00,4,0.2,3,0.2
12,454,0.4,2.50,1,50,0.9495,1800.00,4,0.2,3,0.2
13,455,0.4,2.50,1,50,0.9820,1800.00,4,0.2,3,0.2
14,456,0.4,2.50,1,50,0.9732,1800.00,4,0.2,3,0.2
15,457,0.4,2.50,1,50,0.9486,1800.00,4,0.2,3,0.2
16,458,0.4,2.50,0,50,0.7026,1800.00,4,0.2,3,0.2
17,459,0.4,2.50,1,50,0.9912,1800.00,4,0.2,3,0.2
18,460,0.4,2.50,1,50,0.9610,1800.00,4,0.2,3,0.2
19,461,0.4,2.50,0,50,0.8626,1800.00,4,0.2,3,0.2
0,542,0.5,2.00,1,50,0.9105,1800.00,4,0.2,3,0.2
1,543,0.5,2.00,0,50,0.5433,1800.00,4,0.2,3,0.2
2,544,0.5,2.00,0,50,0.8803,1800.00,4,0.2,3,0.2
3,545,0.5,2.00,0,50,0.5027,1800.00,4,0.2,3,0.2
4,546,0.5,2.00,0,50,0.8299,1800.00,4,0.2,3,0.2
5,547,0.5,2.00,1,50,0.9664,1800.00,4,0.2,3,0.2
6,548,0.5,2.00,1,50,0.9762,1800.00,4,0.2,3,0.2
7,549,0.5,2.00,1,50,0.9953,1800.00,4,0.2,3,0.2
8,550,0.5,2.00,0,50,0.8714,1800.00,4,0.2,3,0.2
9,551,0.5,2.00,0,50,0.8963,1800.00,4,0.2,3,0.2
10,552,0.5,2.00,0,50,0.6256,1800.00,4,0.2,3,0.2
11,553,0.5,2.00,0,50,0.7739,1800.00,4,0.2,3,0.2
12,554,0.5,2.00,1,50,0.9455,1800.00,4,0.2,3,0.2
13,555,0.5,2.00,1,50,0.9718,1800.00,4,0.2,3,0.2
14,556,0.5,2.00,0,50,0.5494,1800.00,4,0.2,3,0.2
15,557,0.5,2.00,0,50,0.8354,1800.00,4,0.2,3,0.2
16,558,0.5,2.00,0,50,0.8169,1800.00,4,0.2,3,0.2
17,559,0.5,2.00,0,50,0.7876,1800.00,4,0.2,3,0.2
18,560,0.5,2.00,0,50,0.7728,1800.00,4,0.2,3,0.2
19,561,0.5,2.00,0,50,0.7516,1800.00,4,0.2,3,0.2
0,642,0.6,1.67,0,50,0.7011,1800.00,4,0.2,3,0.2
1,643,0.6,1.67,0,50,0.8554,1800.00,4,0.2,3,0.2
2,644,0.6,1.67,0,50,0.8376,1800.00,4,0.2,3,0.2
3,645,0.6,1.67,0,50,0.4039,1800.00,4,0.2,3,0.2
4,646,0.6,1.67,0,50,0.4841,1800.00,4,0.2,3,0.2
5,647,0.6,1.67,0,50,0.5240,1800.00,4,0.2,3,0.2
6,648,0.6,1.67,0,50,0.5806,1800.00,4,0.2,3,0.2
7,649,0.6,1.67,1,50,0.9728,1800.00,4,0.2,3,0.2
8,650,0.6,1.67,0,50,0.6743,1800.00,4,0.2,3,0.2
9,651,0.6,1.67,0,50,0.7023,1800.00,4,0.2,3,0.2
10,652,0.6,1.67,0,50,0.6694,1800.00,4,0.2,3,0.2
11,653,0.6,1.67,0,50,0.6822,1800.00,4,0.2,3,0.2
12,654,0.6,1.67,0,50,0.7874,1800.00,4,0.2,3,0.2
13,655,0.6,1.67,0,50,0.5076,1800.00,4,0.2,3,0.2
14,656,0.6,1.67,0,50,0.8188,1800.00,4,0.2,3,0.2
15,657,0.6,1.67,1,50,0.9536,1800.00,4,0.2,3,0.2
16,658,0.6,1.67,0,50,0.8154,1800.00,4,0.2,3,0.2
17,659,0.6,1.67,0,50,0.8957,1800.00,4,0.2,3,0.2
18,660,0.6,1.67,1,50,0.9113,1800.00,4,0.2,3,0.2
19,661,0.6,1.67,1,50,0.9576,1800.00,4,0.2,3,0.2
0,742,0.7,1.43,0,50,0.7735,1800.00,4,0.2,3,0.2
1,743,0.7,1.43,1,50,0.9796,1800.00,4,0.2,3,0.2
2,744,0.7,1.43,0,50,0.6910,1800.00,4,0.2,3,0.2
3,745,0.7,1.43,0,50,0.6974,1800.00,4,0.2,3,0.2
4,746,0.7,1.43,1,50,0.9374,1800.00,4,0.2,3,0.2
5,747,0.7,1.43,0,50,0.8653,1800.00,4,0.2,3,0.2
6,748,0.7,1.43,0,50,0.4353,1800.00,4,0.2,3,0.2
7,749,0.7,1.43,0,50,0.4825,1800.00,4,0.2,3,0.2
8,750,0.7,1.43,1,50,0.9914,1800.00,4,0.2,3,0.2
9,751,0.7,1.43,1,50,0.9287,1800.00,4,0.2,3,0.2
10,752,0.7,1.43,1,50,0.9115,1800.00,4,0.2,3,0.2
11,753,0.7,1.43,0,50,0.5941,1800.00,4,0.2,3,0.2
12,754,0.7,1.43,1,50,0.9582,1800.00,4,0.2,3,0.2
13,755,0.7,1.43,1,50,0.9398,1800.00,4,0.2,3,0.2
14,756,0.7,1.43,1,50,0.9783,1800.00,4,0.2,3,0.2
15,757,0.7,1.43,0,50,0.5595,1800.00,4,0.2,3,0.2
16,758,0.7,1.43,0,50,0.5094,1800.00,4,0.2,3,0.2
17,759,0.7,1.43,0,50,0.8926,1800.00,4,0.2,3,0.2
18,760,0.7,1.43,0,50,0.6424,1800.00,4,0.2,3,0.2
19,761,0.7,1.43,0,50,0.5427,1800.00,4,0.2,3,0.2
0,842,0.8,1.25,0,50,0.8679,1800.00,4,0.2,3,0.2
1,843,0.8,1.25,0,50,0.7512,1800.00,4,0.2,3,0.2
2,844,0.8,1.25,0,50,0.6013,1800.00,4,0.2,3,0.2
3,845,0.8,1.25,0,50,0.5085,1800.00,4,0.2,3,0.2
4,846,0.8,1.25,0,50,0.6948,1800.00,4,0.2,3,0.2
5,847,0.8,1.25,0,50,0.6902,1800.00,4,0.2,3,0.2
6,848,0.8,1.25,1,50,0.9686,1800.00,4,0.2,3,0.2
7,849,0.8,1.25,0,50,0.4718,1800.00,4,0.2,3,0.2
8,850,0.8,1.25,0,50,0.8801,1800.00,4,0.2,3,0.2
9,851,0.8,1.25,1,50,0.9007,1800.00,4,0.2,3,0.2
10,852,0.8,1.25,0,50,0.8248,1800.00,4,0.2,3,0.2
11,853,0.8,1.25,0,50,0.6801,1800.00,4,0.2,3,0.2
12,854,0.8,1.25,0,50,0.5013,1800.00,4,0.2,3,0.2
13,855,0.8,1.25,0,50,0.4029,1800.00,4,0.2,3,0.2
14,856,0.8,1.25,0,50,0.6788,1800.00,4,0.2,3,0.2
15,857,0.8,1.25,1,50,0.9854,1800.00,4,0.2,3,0.2
16,858,0.8,1.25,0,50,0.6644,1800.00,4,0.2,3,0.2
17,859,0.8,1.25,0,50,0.5000,1800.00,4,0.2,3,0.2
18,860,0.8,1.25,0,50,0.7111,1800.00,4,0.2,3,0.2
19,861,0.8,1.25,0,50,0.6566,1800.00,4,0.2,3,0.2
0,942,0.9,1.11,0,50,0.7285,1800.00,4,0.2,3,0.2
1,943,0.9,1.11,0,50,0.7286,1800.00,4,0.2,3,0.2
2,944,0.9,1.11,0,50,0.4812,1800.00,4,0.2,3,0.2
3,945,0.9,1.11,0,50,0.8473,1800.00,4,0.2,3,0.2
4,946,0.9,1.11,0,50,0.6186,1800.00,4,0.2,3,0.2
5,947,0.9,1.11,0,50,0.6119,1800.00,4,0.2,3,0.2
6,948,0.9,1.11,1,50,0.9407,1800.00,4,0.2,3,0.2
7,949,0.9,1.11,1,50,0.9239,1800.00,4,0.2,3,0.2
8,950,0.9,1.11,0,50,0.5818,1800.00,4,0.2,3,0.2
9,951,0.9,1.11,0,50,0.3730,1800.00,4,0.2,3,0.2
10,952,0.9,1.11,0,50,0.5137,1800.00,4,0.2,3,0.2
11,953,0.9,1.11,0,50,0.7547,1800.00,4,0.2,3,0.2
12,954,0.9,1.11,0,50,0.5958,1800.00,4,0.2,3,0.2
13,955,0.9,1.11,0,50,0.6496,1800.00,4,0.2,3,0.2
14,956,0.9,1.11,0,50,0.8768,1800.00,4,0.2,3,0.2
15,957,0.9,1.11,0,50,0.3762,1800.00,4,0.2,3,0.2
16,958,0.9,1.11,0,50,0.5770,1800.00,4,0.2,3,0.2
17,959,0.9,1.11,1,50,0.9694,1800.00,4,0.2,3,0.2
18,960,0.9,1.11,0,50,0.7513,1800.00,4,0.2,3,0.2
19,961,0.9,1.11,0,50,0.5500,1800.00,4,0.2,3,0.2
0,1042,1.0,1.00,1,50,0.9286,1800.00,4,0.2,3,0.2
1,1043,1.0,1.00,0,50,0.4988,1800.00,4,0.2,3,0.2
2,1044,1.0,1.00,1,50,0.9380,1800.00,4,0.2,3,0.2
3,1045,1.0,1.00,0,50,0.8373,1800.00,4,0.2,3,0.2
4,1046,1.0,1.00,0,50,0.5863,1800.00,4,0.2,3,0.2
5,1047,1.0,1.00,0,50,0.4891,1800.00,4,0.2,3,0.2
6,1048,1.0,1.00,1,50,0.9546,1800.00,4,0.2,3,0.2
7,1049,1.0,1.00,0,50,0.6914,1800.00,4,0.2,3,0.2
8,1050,1.0,1.00,0,50,0.7745,1800.00,4,0.2,3,0.2
9,1051,1.0,1.00,0,50,0.5450,1800.00,4,0.2,3,0.2
10,1052,1.0,1.00,0,50,0.5565,1800.00,4,0.2,3,0.2
11,1053,1.0,1.00,1,50,0.9174,1800.00,4,0.2,3,0.2
12,1054,1.0,1.00,0,50,0.5041,1800.00,4,0.2,3,0.2
13,1055,1.0,1.00,0,50,0.7499,1800.00,4,0.2,3,0.2
14,1056,1.0,1.00,0,50,0.5880,1800.00,4,0.2,3,0.2
15,1057,1.0,1.00,0,50,0.6977,1800.00,4,0.2,3,0.2
16,1058,1.0,1.00,1,50,0.9329,1800.00,4,0.2,3,0.2
17,1059,1.0,1.00,0,50,0.6959,1800.00,4,0.2,3,0.2
18,1060,1.0,1.00,1,50,0.9043,1800.00,4,0.2,3,0.2
19,1061,1.0,1.00,0,50,0.7179,1800.00,4,0.2,3,0.2
0,1142,1.1,0.91,0,50,0.6307,1800.00,4,0.2,3,0.2
1,1143,1.1,0.91,0,50,0.7978,1800.00,4,0.2,3,0.2
2,1144,1.1,0.91,0,50,0.8141,1800.00,4,0.2,3,0.2
3,1145,1.1,0.91,0,50,0.5133,1800.00,4,0.2,3,0.2
4,1146,1.1,0.91,0,50,0.8708,1800.00,4,0.2,3,0.2
5,1147,1.1,0.91,0,50,0.5658,1800.00,4,0.2,3,0.2
6,1148,1.1,0.91,1,50,0.9538,1800.00,4,0.2,3,0.2
7,1149,1.1,0.91,0,50,0.6758,1800.00,4,0.2,3,0.2
8,1150,1.1,0.91,0,50,0.6591,1800.00,4,0.2,3,0.2
9,1151,1.1,0.91,0,50,0.5778,1800.00,4,0.2,3,0.2
10,1152,1.1,0.91,0,50,0.5785,1800.00,4,0.2,3,0.2
11,1153,1.1,0.91,0,50,0.3739,1800.00,4,0.2,3,0.2
12,1154,1.1,0.91,0,50,0.7597,1800.00,4,0.2,3,0.2
13,1155,1.1,0.91,0,50,0.5073,1800.00,4,0.2,3,0.2
14,1156,1.1,0.91,0,50,0.3832,1800.00,4,0.2,3,0.2
15,1157,1.1,0.91,0,50,0.8060,1800.00,4,0.2,3,0.2
16,1158,1.1,0.91,1,50,0.9177,1800.00,4,0.2,3,0.2
17,1159,1.1,0.91,0,42,0.8190,1512.00,4,0.2,3,0.2
18,1160,1.1,0.91,0,50,0.6280,1800.00,4,0.2,3,0.2
19,1161,1.1,0.91,0,50,0.8042,1800.00,4,0.2,3,0.2
0,1242,1.2,0.83,0,50,0.6282,1800.00,4,0.2,3,0.2
1,1243,1.2,0.83,1,50,0.9147,1800.00,4,0.2,3,0.2
2,1244,1.2,0.83,0,50,0.7039,1800.00,4,0.2,3,0.2
3,1245,1.2,0.83,0,50,0.5918,1800.00,4,0.2,3,0.2
4,1246,1.2,0.83,0,50,0.3918,1800.00,4,0.2,3,0.2
5,1247,1.2,0.83,0,50,0.8539,1800.00,4,0.2,3,0.2
6,1248,1.2,0.83,0,50,0.7796,1800.00,4,0.2,3,0.2
7,1249,1.2,0.83,0,50,0.5524,1800.00,4,0.2,3,0.2
8,1250,1.2,0.83,0,50,0.7455,1800.00,4,0.2,3,0.2
9,1251,1.2,0.83,0,50,0.8499,1800.00,4,0.2,3,0.2
10,1252,1.2,0.83,0,50,0.6173,1800.00,4,0.2,3,0.2
11,1253,1.2,0.83,0,50,0.5022,1800.00,4,0.2,3,0.2
12,1254,1.2,0.83,0,50,0.7727,1800.00,4,0.2,3,0.2
13,1255,1.2,0.83,0,50,0.5825,1800.00,4,0.2,3,0.2
14,1256,1.2,0.83,0,50,0.8483,1800.00,4,0.2,3,0.2
15,1257,1.2,0.83,0,50,0.6795,1800.00,4,0.2,3,0.2
16,1258,1.2,0.83,0,50,0.5190,1800.00,4,0.2,3,0.2
17,1259,1.2,0.83,0,50,0.6863,1800.00,4,0.2,3,0.2
18,1260,1.2,0.83,0,50,0.5479,1800.00,4,0.2,3,0.2
19,1261,1.2,0.83,0,50,0.5830,1800.00,4,0.2,3,0.2
0,1342,1.3,0.77,0,50,0.6650,1800.00,4,0.2,3,0.2
1,1343,1.3,0.77,0,50,0.5666,1800.00,4,0.2,3,0.2
