experiment,layout,grid,obstacle_density,sigma,weight_scale,H,direct_conn,success_rate,avg_rcp,avg_rcp_success,R,R_effective,T,active_cells,avg_conf_success,avg_final_conf,avg_sat_count_success,avg_steps,avg_steps_success,conditional_success,feasible_rate,final_confidence,max_steps,mean_best_acc,mean_best_mse,mean_detour_success,mean_path_success,mode,mode_variant,n_effective,rcp,snr,steps,success,trial,trial_seed,trials
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,42,1084,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,43,1085,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,432.00,1.00,12,1,44,1086,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,45,1087,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,432.00,1.00,12,1,46,1088,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,396.00,1.00,11,1,47,1089,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,48,1090,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,49,1091,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.00,10,1,50,1092,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,51,1093,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,1.00,12,1,52,1094,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,53,1095,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,1.00,12,1,54,1096,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,432.00,1.00,12,1,55,1097,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,56,1098,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,1.00,12,1,57,1099,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,58,1100,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,1.00,12,1,59,1101,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,1.00,11,1,60,1102,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,61,1103,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,1.00,11,1,62,1104,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,63,1105,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.00,10,1,64,1106,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,1.00,11,1,65,1107,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,66,1108,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,67,1109,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,396.00,1.00,11,1,68,1110,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,432.00,1.00,12,1,69,1111,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,70,1112,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.00,10,1,71,1113,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,1.00,11,1,72,1114,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,73,1115,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,74,1116,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,75,1117,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,1.00,11,1,76,1118,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,432.00,1.00,12,1,77,1119,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,1.00,10,1,78,1120,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,79,1121,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,80,1122,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.00,10,1,81,1123,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,1.00,12,1,82,1124,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,1.00,11,1,83,1125,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,1.00,11,1,84,1126,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,1.00,12,1,85,1127,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,1.00,12,1,86,1128,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,87,1129,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,88,1130,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,1.00,12,1,89,1131,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,90,1132,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,432.00,1.00,12,1,91,1133,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,1.00,10,1,92,1134,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,1.00,11,1,93,1135,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,360.00,1.00,10,1,94,1136,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.00,10,1,95,1137,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.00,11,1,96,1138,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,1.00,12,1,97,1139,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,1.00,10,1,98,1140,
B_noise,,,,1.0,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.00,10,1,99,1141,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,0,1142,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,1,1143,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,648.00,0.91,18,1,2,1144,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,3,1145,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,4,1146,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,0.91,11,1,5,1147,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,6,1148,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,7,1149,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,8,1150,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,9,1151,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,10,1152,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,11,1153,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,12,1154,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,13,1155,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,504.00,0.91,14,1,14,1156,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,15,1157,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9972,50,,,,,wbit,wbit,1,324.00,0.91,9,1,16,1158,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,17,1159,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,0.91,11,1,18,1160,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,19,1161,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,720.00,0.91,20,1,20,1162,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,21,1163,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,22,1164,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,23,1165,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,0.91,11,1,24,1166,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,0.91,11,1,25,1167,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,26,1168,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,0.91,11,1,27,1169,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,28,1170,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,648.00,0.91,18,1,29,1171,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,432.00,0.91,12,1,30,1172,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,31,1173,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,396.00,0.91,11,1,32,1174,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,504.00,0.91,14,1,33,1175,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,34,1176,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,35,1177,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,0.91,11,1,36,1178,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,684.00,0.91,19,1,37,1179,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,38,1180,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,39,1181,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,40,1182,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,41,1183,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,42,1184,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,43,1185,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,44,1186,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,45,1187,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,432.00,0.91,12,1,46,1188,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,47,1189,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,468.00,0.91,13,1,48,1190,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,432.00,0.91,12,1,49,1191,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,432.00,0.91,12,1,50,1192,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,0.91,11,1,51,1193,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,52,1194,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,53,1195,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,0.91,12,1,54,1196,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,55,1197,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,56,1198,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,57,1199,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,58,1200,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,59,1201,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,0.91,11,1,60,1202,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,61,1203,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,62,1204,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,63,1205,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,64,1206,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,65,1207,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,66,1208,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,67,1209,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,68,1210,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,69,1211,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,70,1212,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,71,1213,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,432.00,0.91,12,1,72,1214,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,73,1215,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,74,1216,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,468.00,0.91,13,1,75,1217,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,76,1218,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,77,1219,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,78,1220,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,79,1221,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,468.00,0.91,13,1,80,1222,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,0.91,11,1,81,1223,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,82,1224,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,83,1225,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,0.91,11,1,84,1226,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,85,1227,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,0.91,11,1,86,1228,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,87,1229,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,88,1230,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,89,1231,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,90,1232,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,91,1233,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,432.00,0.91,12,1,92,1234,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,93,1235,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.91,10,1,94,1236,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,720.00,0.91,20,1,95,1237,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,96,1238,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.91,10,1,97,1239,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,0.91,11,1,98,1240,
B_noise,,,,1.1,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.91,11,1,99,1241,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,432.00,0.83,12,1,0,1242,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,0.83,11,1,1,1243,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,432.00,0.83,12,1,2,1244,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.83,10,1,3,1245,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.83,11,1,4,1246,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,432.00,0.83,12,1,5,1247,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.83,10,1,6,1248,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.83,11,1,7,1249,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,0.83,10,1,8,1250,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.83,10,1,9,1251,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.83,11,1,10,1252,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.83,11,1,11,1253,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,432.00,0.83,12,1,12,1254,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,360.00,0.83,10,1,13,1255,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,540.00,0.83,15,1,14,1256,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,504.00,0.83,14,1,15,1257,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,432.00,0.83,12,1,16,1258,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,432.00,0.83,12,1,17,1259,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,0.83,11,1,18,1260,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,468.00,0.83,13,1,19,1261,
B_noise,,,,1.2,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,0.83,10,1,20,1262,
