trial,base_seed,map_seed,noise_seed,layout,obstacle_density,sigma,grid,R,T,success,feasible,path_exists,penalty_used,steps,final_confidence,rcp,optimal_dist,active_cells,path_len,detour_ratio,n_obstacles,map_hash,mode,mode_variant,n_effective,R_effective
46,42,288,1288,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,b63285f7c696fbcc,binary,binary_quantized,2,5,0
47,42,289,1289,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,aa18542b29e2e47f,binary,binary_quantized,2,5,0
48,42,290,1290,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,7df3f5b2be3d99b7,binary,binary_quantized,2,5,0
49,42,291,1291,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,ce693a8ff2f3e17c,binary,binary_quantized,2,5,0
50,42,292,1292,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,e0ef0bd515090551,binary,binary_quantized,2,5,0
51,42,293,1293,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,2df72294a7bd3a2f,binary,binary_quantized,2,5,0
52,42,294,1294,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,4990873ea8797095,binary,binary_quantized,2,5,0
53,42,295,1295,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,d6546bf79c1506bf,binary,binary_quantized,2,5,0
54,42,296,1296,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,fc6b02685d68b948,binary,binary_quantized,2,5,0
55,42,297,1297,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,1533acbadb59994a,binary,binary_quantized,2,5,0
56,42,298,1298,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,2e22853eda0fea00,binary,binary_quantized,2,5,0
57,42,299,1299,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,57681d8e26b78562,binary,binary_quantized,2,5,0
58,42,300,1300,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,9e140f9df4112bab,binary,binary_quantized,2,5,0
59,42,301,1301,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,e63e35b1c8b0408b,binary,binary_quantized,2,5,0
60,42,302,1302,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,bdd15a65cb63d5b4,binary,binary_quantized,2,5,0
61,42,303,1303,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,8b471499590d517d,binary,binary_quantized,2,5,0
62,42,304,1304,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,134b8074665844cf,binary,binary_quantized,2,5,0
63,42,305,1305,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,5d9e22a1e6b4585a,binary,binary_quantized,2,5,0
64,42,306,1306,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,2603e5dc193969e7,binary,binary_quantized,2,5,0
65,42,307,1307,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,c6a02e86d972fa04,binary,binary_quantized,2,5,0
66,42,308,1308,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,992354642d603215,binary,binary_quantized,2,5,0
67,42,309,1309,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,e7ab723916913ad6,binary,binary_quantized,2,5,0
68,42,310,1310,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,9af4588894ab6dac,binary,binary_quantized,2,5,0
69,42,311,1311,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,3396f547f1c0d531,binary,binary_quantized,2,5,0
70,42,312,1312,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,1c4ca5670979a6b9,binary,binary_quantized,2,5,0
71,42,313,1313,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,8b26c1daabaaa140,binary,binary_quantized,2,5,0
72,42,314,1314,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,258e408e2460059e,binary,binary_quantized,2,5,0
73,42,315,1315,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,ab803130e996499e,binary,binary_quantized,2,5,0
74,42,316,1316,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,446815c8d67a3f9b,binary,binary_quantized,2,5,0
75,42,317,1317,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,16a9438e9729b447,binary,binary_quantized,2,5,0
76,42,318,1318,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,f85c8b1c4d079d2f,binary,binary_quantized,2,5,0
77,42,319,1319,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,07062785472452b3,binary,binary_quantized,2,5,0
78,42,320,1320,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,76b16e726e06fedd,binary,binary_quantized,2,5,0
79,42,321,1321,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,bf536743b1bdc920,binary,binary_quantized,2,5,0
80,42,322,1322,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,8966558de4fe6971,binary,binary_quantized,2,5,0
81,42,323,1323,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,e8428676d2f6a49a,binary,binary_quantized,2,5,0
82,42,324,1324,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,7714c5bd717d0274,binary,binary_quantized,2,5,0
83,42,325,1325,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,2eae695231d49c5c,binary,binary_quantized,2,5,0
84,42,326,1326,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,f1972b4c8fb70033,binary,binary_quantized,2,5,0
85,42,327,1327,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,32d2b04449be4f58,binary,binary_quantized,2,5,0
86,42,328,1328,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,ab43fe5e6a3e6b44,binary,binary_quantized,2,5,0
87,42,329,1329,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,735f6f8787f4f327,binary,binary_quantized,2,5,0
88,42,330,1330,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,1669fa671bcfdf8c,binary,binary_quantized,2,5,0
89,42,331,1331,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,ba199df04d86124a,binary,binary_quantized,2,5,0
90,42,332,1332,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,b0ef688c1035ca36,binary,binary_quantized,2,5,0
91,42,333,1333,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,ab35e63b1c607810,binary,binary_quantized,2,5,0
92,42,334,1334,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,ec87509f09195514,binary,binary_quantized,2,5,0
93,42,335,1335,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,4784f515eb767579,binary,binary_quantized,2,5,0
94,42,336,1336,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,3ea925926aabd874,binary,binary_quantized,2,5,0
95,42,337,1337,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,36d1a73b8cd2f0f2,binary,binary_quantized,2,5,0
96,42,338,1338,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,c77ec63e9c4940e5,binary,binary_quantized,2,5,0
97,42,339,1339,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,41997a3ec5e9e1d5,binary,binary_quantized,2,5,0
98,42,340,1340,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,4f41e6ce1d94cbc8,binary,binary_quantized,2,5,0
99,42,341,1341,random,0.2,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,20,d70bec48a0a8badc,binary,binary_quantized,2,5,0
0,42,342,1342,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,b97c0e32af92f6cb,binary,binary_quantized,2,5,0
1,42,343,1343,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,abed8f241d0fdfbb,binary,binary_quantized,2,5,0
2,42,344,1344,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,4811dd2dae8cb9e0,binary,binary_quantized,2,5,0
3,42,345,1345,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,87712cb39cbf00c6,binary,binary_quantized,2,5,0
4,42,346,1346,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,93bda4a48dfa997c,binary,binary_quantized,2,5,0
5,42,347,1347,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,d078b0c52c9c7226,binary,binary_quantized,2,5,0
6,42,348,1348,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,3ff8ce619fd09b43,binary,binary_quantized,2,5,0
7,42,349,1349,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,191f362f44046d1b,binary,binary_quantized,2,5,0
8,42,350,1350,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,735c3220cd9a261c,binary,binary_quantized,2,5,0
9,42,351,1351,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,8ff64accb5049c94,binary,binary_quantized,2,5,0
10,42,352,1352,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,fa95e0e94f344ebf,binary,binary_quantized,2,5,0
11,42,353,1353,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,3d586f05c2cf7daa,binary,binary_quantized,2,5,0
12,42,354,1354,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,752bd9afd490b1af,binary,binary_quantized,2,5,0
13,42,355,1355,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,217992e33f7185c8,binary,binary_quantized,2,5,0
14,42,356,1356,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,26234d074acf9ee8,binary,binary_quantized,2,5,0
15,42,357,1357,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,6efc86b332dcdf0a,binary,binary_quantized,2,5,0
16,42,358,1358,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0e7fe8c79ccff5bd,binary,binary_quantized,2,5,0
17,42,359,1359,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,67e8cd52b2e4a138,binary,binary_quantized,2,5,0
18,42,360,1360,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,b5b5f76eecb44dd6,binary,binary_quantized,2,5,0
19,42,361,1361,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,6a0e891dd33b58b5,binary,binary_quantized,2,5,0
20,42,362,1362,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,835ed14f0c5cb343,binary,binary_quantized,2,5,0
21,42,363,1363,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,fb0178e3c147b22a,binary,binary_quantized,2,5,0
22,42,364,1364,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,5adb67d6acace960,binary,binary_quantized,2,5,0
23,42,365,1365,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,6f1da16531220f6d,binary,binary_quantized,2,5,0
24,42,366,1366,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,e0b2e5f6fcafc7d6,binary,binary_quantized,2,5,0
25,42,367,1367,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,09ca7b247f0e5b5b,binary,binary_quantized,2,5,0
26,42,368,1368,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,1935d766a52d09fe,binary,binary_quantized,2,5,0
27,42,369,1369,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,75723889d19f9e92,binary,binary_quantized,2,5,0
28,42,370,1370,random,0.3,0.1,10,5,0.2,1,1,1,0,24,1.0,14400.0,24,24,24,1.0,30,0ce668135cdcb566,binary,binary_quantized,2,5,0
29,42,371,1371,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,04da9a0a980d8cae,binary,binary_quantized,2,5,0
30,42,372,1372,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0d5ec919f7dbb81d,binary,binary_quantized,2,5,0
31,42,373,1373,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,6bbbed1e3d66674d,binary,binary_quantized,2,5,0
32,42,374,1374,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,34943545a327304a,binary,binary_quantized,2,5,0
33,42,375,1375,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,a22f534006244795,binary,binary_quantized,2,5,0
34,42,376,1376,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,58d0605d697a4b4e,binary,binary_quantized,2,5,0
35,42,377,1377,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,84ca83b7f8ffa50b,binary,binary_quantized,2,5,0
36,42,378,1378,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,090d767482a391f6,binary,binary_quantized,2,5,0
37,42,379,1379,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,721fcdd88bc717a9,binary,binary_quantized,2,5,0
38,42,380,1380,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,827c3b2f1f1f3e40,binary,binary_quantized,2,5,0
39,42,381,1381,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0776cb53b2597443,binary,binary_quantized,2,5,0
40,42,382,1382,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,a0c46068996a852b,binary,binary_quantized,2,5,0
41,42,383,1383,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,1c843f2ea751a3bc,binary,binary_quantized,2,5,0
42,42,384,1384,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,5d167b5f7e08aea4,binary,binary_quantized,2,5,0
43,42,385,1385,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,4ef3bd16812731bc,binary,binary_quantized,2,5,0
44,42,386,1386,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,f9701ab8a3f78041,binary,binary_quantized,2,5,0
45,42,387,1387,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0051c655dda231f0,binary,binary_quantized,2,5,0
46,42,388,1388,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,ce5d7fcf8593c557,binary,binary_quantized,2,5,0
47,42,389,1389,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,136220a19c08586f,binary,binary_quantized,2,5,0
48,42,390,1390,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,b42a593f2a003b46,binary,binary_quantized,2,5,0
49,42,391,1391,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,04a4de43d9251dd5,binary,binary_quantized,2,5,0
50,42,392,1392,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,59aa563cbf81661e,binary,binary_quantized,2,5,0
51,42,393,1393,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,6f190dfed8178b8a,binary,binary_quantized,2,5,0
52,42,394,1394,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,3794728e2c9e7dbb,binary,binary_quantized,2,5,0
53,42,395,1395,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,a68c0d8554d2d931,binary,binary_quantized,2,5,0
54,42,396,1396,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,14904fc122bef34f,binary,binary_quantized,2,5,0
55,42,397,1397,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,d200f19c84fdb950,binary,binary_quantized,2,5,0
56,42,398,1398,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,fcef092368bc049f,binary,binary_quantized,2,5,0
57,42,399,1399,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,45535b8b7de40565,binary,binary_quantized,2,5,0
58,42,400,1400,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,1895001e19a1adc6,binary,binary_quantized,2,5,0
59,42,401,1401,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,a1f63b60287b1775,binary,binary_quantized,2,5,0
60,42,402,1402,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0d7a0795d4e2cb18,binary,binary_quantized,2,5,0
61,42,403,1403,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,cec95bf04ee44866,binary,binary_quantized,2,5,0
62,42,404,1404,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0f2c71e869339e23,binary,binary_quantized,2,5,0
63,42,405,1405,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,170945dc44684e6d,binary,binary_quantized,2,5,0
64,42,406,1406,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,5d156b2fec389a6a,binary,binary_quantized,2,5,0
65,42,407,1407,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0de65294a598ded0,binary,binary_quantized,2,5,0
66,42,408,1408,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0cd169835da73d3a,binary,binary_quantized,2,5,0
67,42,409,1409,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,308fd9199360048b,binary,binary_quantized,2,5,0
68,42,410,1410,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,4097b3ff39dff695,binary,binary_quantized,2,5,0
69,42,411,1411,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,22f3604091fb82db,binary,binary_quantized,2,5,0
70,42,412,1412,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,9491b143e3d49ad9,binary,binary_quantized,2,5,0
71,42,413,1413,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,ec7fc69ba31a9edf,binary,binary_quantized,2,5,0
72,42,414,1414,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,633d6134b11e4245,binary,binary_quantized,2,5,0
73,42,415,1415,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,8ea3ff9778edde08,binary,binary_quantized,2,5,0
74,42,416,1416,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,3c704031ab8b84e1,binary,binary_quantized,2,5,0
75,42,417,1417,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,b5f319a9c3c9a3f7,binary,binary_quantized,2,5,0
76,42,418,1418,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,e5b2a556ca2c99b4,binary,binary_quantized,2,5,0
77,42,419,1419,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,1247b9ba0d5ceddc,binary,binary_quantized,2,5,0
78,42,420,1420,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,bb2abe6f91a65f05,binary,binary_quantized,2,5,0
79,42,421,1421,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,c6add40fae2628a3,binary,binary_quantized,2,5,0
80,42,422,1422,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,a288ce03078ad56a,binary,binary_quantized,2,5,0
81,42,423,1423,random,0.3,0.1,10,5,0.2,1,1,1,0,22,1.0,12100.0,22,22,22,1.0,30,eeacfeb32b206f0d,binary,binary_quantized,2,5,0
82,42,424,1424,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,e84727aeee8a268c,binary,binary_quantized,2,5,0
83,42,425,1425,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,7d2983ee1d459995,binary,binary_quantized,2,5,0
84,42,426,1426,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,37726826fd63ece5,binary,binary_quantized,2,5,0
85,42,427,1427,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,f822d19b9ecca506,binary,binary_quantized,2,5,0
86,42,428,1428,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,fa29c01b5debf4b4,binary,binary_quantized,2,5,0
87,42,429,1429,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0cd584a38d8a81f7,binary,binary_quantized,2,5,0
88,42,430,1430,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,99e610096aad0d3f,binary,binary_quantized,2,5,0
89,42,431,1431,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,8ab67c23e1597963,binary,binary_quantized,2,5,0
90,42,432,1432,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,0c94596fb678fc8b,binary,binary_quantized,2,5,0
91,42,433,1433,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,b727e1c4842b2918,binary,binary_quantized,2,5,0
92,42,434,1434,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,9dfab54f7ebf1e82,binary,binary_quantized,2,5,0
93,42,435,1435,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,d11c39a0827e0c95,binary,binary_quantized,2,5,0
94,42,436,1436,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,7a1941929639dfbe,binary,binary_quantized,2,5,0
95,42,437,1437,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,964ff4a98279450a,binary,binary_quantized,2,5,0
96,42,438,1438,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,fec319f9caf0b952,binary,binary_quantized,2,5,0
97,42,439,1439,random,0.3,0.1,10,5,0.2,1,1,1,0,20,1.0,10000.0,20,20,20,1.0,30,4bbc1dcf2ea7a9c2,binary,binary_quantized,2,5,0
98,42,440,1440,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,9e3f09c41585c6ab,binary,binary_quantized,2,5,0
99,42,441,1441,random,0.3,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,30,eeb114fdbcd6038a,binary,binary_quantized,2,5,0
