trial,base_seed,map_seed,noise_seed,layout,obstacle_density,sigma,grid,R,T,success,feasible,path_exists,penalty_used,steps,final_confidence,rcp,optimal_dist,active_cells,path_len,detour_ratio,n_obstacles,map_hash,mode,mode_variant,n_effective,R_effective
25,42,167,1167,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,eb0aa752066489b6,binary,binary_quantized,2,5,0
26,42,168,1168,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,85a99c0e2da28e9d,binary,binary_quantized,2,5,0
27,42,169,1169,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,9b011070aab3abc4,binary,binary_quantized,2,5,0
28,42,170,1170,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,fa20802148d30a7f,binary,binary_quantized,2,5,0
29,42,171,1171,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,ff79b6acbde70ca0,binary,binary_quantized,2,5,0
30,42,172,1172,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,b4b8f8c8fb323c65,binary,binary_quantized,2,5,0
31,42,173,1173,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,64ac82e073496f01,binary,binary_quantized,2,5,0
32,42,174,1174,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,50de84fe617d519f,binary,binary_quantized,2,5,0
33,42,175,1175,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,c8d682ab760e65f1,binary,binary_quantized,2,5,0
34,42,176,1176,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,9cc1c847045a24b5,binary,binary_quantized,2,5,0
35,42,177,1177,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,0e567806df89b398,binary,binary_quantized,2,5,0
36,42,178,1178,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,c1aa5032f5ec481a,binary,binary_quantized,2,5,0
37,42,179,1179,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,06e568a972350957,binary,binary_quantized,2,5,0
38,42,180,1180,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,078885c04916ae84,binary,binary_quantized,2,5,0
39,42,181,1181,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,699e17eaf61dd27d,binary,binary_quantized,2,5,0
40,42,182,1182,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,fe0d909278a07bd5,binary,binary_quantized,2,5,0
41,42,183,1183,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,104f5e7e6388d830,binary,binary_quantized,2,5,0
42,42,184,1184,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,a096642e355b856b,binary,binary_quantized,2,5,0
43,42,185,1185,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,98534322ea623c84,binary,binary_quantized,2,5,0
44,42,186,1186,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,e9e47d87a2e8b5e9,binary,binary_quantized,2,5,0
45,42,187,1187,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,0a9a8a9f17a4fc13,binary,binary_quantized,2,5,0
46,42,188,1188,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,6f47f1f69f40fb2b,binary,binary_quantized,2,5,0
47,42,189,1189,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,88f7fb7819c991ab,binary,binary_quantized,2,5,0
48,42,190,1190,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,bd55b2fce59d663e,binary,binary_quantized,2,5,0
49,42,191,1191,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,ac078bd251c181f8,binary,binary_quantized,2,5,0
50,42,192,1192,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,bda18d6e323b9441,binary,binary_quantized,2,5,0
51,42,193,1193,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,1f5c68e3ea04eef3,binary,binary_quantized,2,5,0
52,42,194,1194,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,c7ca0a00977db76f,binary,binary_quantized,2,5,0
53,42,195,1195,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,eca1e28b5d32a171,binary,binary_quantized,2,5,0
54,42,196,1196,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,9f8ea672a0653605,binary,binary_quantized,2,5,0
55,42,197,1197,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,37718e4569cd5279,binary,binary_quantized,2,5,0
56,42,198,1198,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,0f4109150d88e59f,binary,binary_quantized,2,5,0
57,42,199,1199,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,1c77ef70f2b00327,binary,binary_quantized,2,5,0
58,42,200,1200,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,a74ac1f0d1a9fd4a,binary,binary_quantized,2,5,0
59,42,201,1201,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,b8de1a547141c4de,binary,binary_quantized,2,5,0
60,42,202,1202,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,0a40291db4aa26f1,binary,binary_quantized,2,5,0
61,42,203,1203,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,9ddad2757dba2b61,binary,binary_quantized,2,5,0
62,42,204,1204,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,0b129841db54a404,binary,binary_quantized,2,5,0
63,42,205,1205,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,9efaa55b28372239,binary,binary_quantized,2,5,0
64,42,206,1206,random,0.1,0.1,10,5,0.2,1,1,1,0,18,1.0,8100.0,18,18,18,1.0,10,e3bc16073d07b06a,binary,binary_quantized,2,5,0
