trial,H,success,epochs,final_mse,inference_rcp,R
1,1043,1,1,10,0.0042,192.00,4,2,4,2,2,True,0.0042,1.00
2,1044,1,1,435,0.0012,208.00,4,2,4,2,2,True,0.0012,1.00
3,1045,1,1,55,0.0014,180.00,4,2,4,2,2,True,0.0014,1.00
4,1046,1,1,94,0.0110,180.00,4,2,4,2,2,True,0.0110,1.00
0,2042,2,1,1,0.0009,235.00,5,2,4,2,2,True,0.0009,1.00
1,2043,2,1,1078,0.0072,270.00,5,2,4,2,2,True,0.0072,1.00
2,2044,2,1,66,0.0000,220.00,5,2,4,2,2,True,0.0000,1.00
3,2045,2,1,57,0.0000,230.00,5,2,4,2,2,True,0.0000,1.00
4,2046,2,1,47,0.0152,230.00,5,2,4,2,2,True,0.0152,1.00
0,1042,1,0,2000,0.3334,216.00,4,2,4,2,2,False,0.3334,0.75
1,1043,1,0,2000,0.3333,240.00,4,2,4,2,2,False,0.3333,0.75
2,1044,1,0,2000,0.3333,216.00,4,2,4,2,2,False,0.3333,0.75
3,1045,1,0,2000,0.3333,220.00,4,2,4,2,2,False,0.3333,0.75
4,1046,1,0,2000,0.3334,240.00,4,2,4,2,2,False,0.3334,0.75
0,2042,2,0,2000,0.3332,305.00,5,2,4,2,2,False,0.3332,0.75
1,2043,2,1,451,0.0158,240.00,5,2,4,2,2,False,0.0158,1.00
2,2044,2,1,13,0.0167,265.00,5,2,4,2,2,False,0.0167,1.00
3,2045,2,1,23,0.0012,245.00,5,2,4,2,2,False,0.0012,1.00
4,2046,2,1,47,0.0008,265.00,5,2,4,2,2,False,0.0008,1.00
0,1042,1,0,2000,0.3334,216.00,4,2,4,2,2,False,0.3334,0.75
1,1043,1,0,2000,0.3333,240.00,4,2,4,2,2,False,0.3333,0.75
2,1044,1,0,2000,0.3333,216.00,4,2,4,2,2,False,0.3333,0.75
3,1045,1,0,2000,0.3333,220.00,4,2,4,2,2,False,0.3333,0.75
4,1046,1,0,2000,0.3334,240.00,4,2,4,2,2,False,0.3334,0.75
0,2042,2,0,2000,0.3332,305.00,5,2,4,2,2,False,0.3332,0.75
1,2043,2,1,451,0.0158,240.00,5,2,4,2,2,False,0.0158,1.00
2,2044,2,1,13,0.0167,265.00,5,2,4,2,2,False,0.0167,1.00
3,2045,2,1,23,0.0012,245.00,5,2,4,2,2,False,0.0012,1.00
4,2046,2,1,47,0.0008,265.00,5,2,4,2,2,False,0.0008,1.00
0,42,0,0,2000,0.4997,108.00,3,2,4,2,2,False,0.4997,0.50,2000
1,43,0,0,2000,0.4998,99.00,3,2,4,2,2,False,0.4998,0.25,2000
2,44,0,0,2000,0.4998,102.00,3,2,4,2,2,False,0.4998,0.50,2000
3,45,0,0,2000,0.4998,108.00,3,2,4,2,2,False,0.4998,0.50,2000
4,46,0,0,2000,0.4998,105.00,3,2,4,2,2,False,0.4998,0.25,2000
0,1042,1,0,2000,0.3330,224.00,4,2,4,2,2,False,0.3330,0.75,2000
1,1043,1,0,2000,0.3330,200.00,4,2,4,2,2,False,0.3330,0.75,2000
2,1044,1,0,2000,0.3330,216.00,4,2,4,2,2,False,0.3330,0.75,2000
3,1045,1,0,2000,0.3330,220.00,4,2,4,2,2,False,0.3330,0.75,2000
4,1046,1,0,2000,0.3330,196.00,4,2,4,2,2,False,0.3330,0.75,2000
0,2042,2,0,2000,0.3330,305.00,5,2,4,2,2,False,0.3330,0.75,2000
1,2043,2,1,451,0.0159,240.00,5,2,4,2,2,False,0.0159,1.00,2000
2,2044,2,1,13,0.0167,265.00,5,2,4,2,2,False,0.0167,1.00,2000
3,2045,2,1,23,0.0012,245.00,5,2,4,2,2,False,0.0012,1.00,2000
4,2046,2,1,47,0.0009,265.00,5,2,4,2,2,False,0.0009,1.00,2000
0,4042,4,1,15,0.0012,322.00,7,2,4,2,2,False,0.0012,1.00,2000
1,4043,4,1,92,0.0146,399.00,7,2,4,2,2,False,0.0146,1.00,2000
2,4044,4,1,62,0.0189,343.00,7,2,4,2,2,False,0.0189,1.00,2000
3,4045,4,1,43,0.0056,399.00,7,2,4,2,2,False,0.0056,1.00,2000
4,4046,4,1,42,0.0000,385.00,7,2,4,2,2,False,0.0000,1.00,2000
0,42,0,0,2000,0.4997,108.00,3,2,4,2,2,False,0.4997,0.50,2000
1,43,0,0,2000,0.4998,99.00,3,2,4,2,2,False,0.4998,0.25,2000
2,44,0,0,2000,0.4998,102.00,3,2,4,2,2,False,0.4998,0.50,2000
3,45,0,0,2000,0.4998,108.00,3,2,4,2,2,False,0.4998,0.50,2000
4,46,0,0,2000,0.4998,105.00,3,2,4,2,2,False,0.4998,0.25,2000
0,1042,1,0,2000,0.3330,224.00,4,2,4,2,2,False,0.3330,0.75,2000
1,1043,1,0,2000,0.3330,200.00,4,2,4,2,2,False,0.3330,0.75,2000
2,1044,1,0,2000,0.3330,216.00,4,2,4,2,2,False,0.3330,0.75,2000
3,1045,1,0,2000,0.3330,220.00,4,2,4,2,2,False,0.3330,0.75,2000
4,1046,1,0,2000,0.3330,196.00,4,2,4,2,2,False,0.3330,0.75,2000
0,2042,2,0,2000,0.3330,305.00,5,2,4,2,2,False,0.3330,0.75,2000
1,2043,2,1,451,0.0159,240.00,5,2,4,2,2,False,0.0159,1.00,2000
2,2044,2,1,13,0.0167,265.00,5,2,4,2,2,False,0.0167,1.00,2000
3,2045,2,1,23,0.0012,245.00,5,2,4,2,2,False,0.0012,1.00,2000
4,2046,2,1,47,0.0009,265.00,5,2,4,2,2,False,0.0009,1.00,2000
0,4042,4,1,15,0.0012,322.00,7,2,4,2,2,False,0.0012,1.00,2000
1,4043,4,1,92,0.0146,399.00,7,2,4,2,2,False,0.0146,1.00,2000
2,4044,4,1,62,0.0189,343.00,7,2,4,2,2,False,0.0189,1.00,2000
3,4045,4,1,43,0.0056,399.00,7,2,4,2,2,False,0.0056,1.00,2000
4,4046,4,1,42,0.0000,385.00,7,2,4,2,2,False,0.0000,1.00,2000
0,42,0,0,2000,0.4997,108.00,3,2,4,2,2,False,0.4997,0.50,2000
1,43,0,0,2000,0.4998,99.00,3,2,4,2,2,False,0.4998,0.25,2000
2,44,0,0,2000,0.4998,102.00,3,2,4,2,2,False,0.4998,0.50,2000
3,45,0,0,2000,0.4998,108.00,3,2,4,2,2,False,0.4998,0.50,2000
4,46,0,0,2000,0.4998,105.00,3,2,4,2,2,False,0.4998,0.25,2000
0,1042,1,0,2000,0.3330,224.00,4,2,4,2,2,False,0.3330,0.75,2000
1,1043,1,0,2000,0.3330,200.00,4,2,4,2,2,False,0.3330,0.75,2000
2,1044,1,0,2000,0.3330,216.00,4,2,4,2,2,False,0.3330,0.75,2000
3,1045,1,0,2000,0.3330,220.00,4,2,4,2,2,False,0.3330,0.75,2000
4,1046,1,0,2000,0.3330,196.00,4,2,4,2,2,False,0.3330,0.75,2000
0,2042,2,0,2000,0.3330,305.00,5,2,4,2,2,False,0.3330,0.75,2000
1,2043,2,1,451,0.0159,240.00,5,2,4,2,2,False,0.0159,1.00,2000
2,2044,2,1,13,0.0167,265.00,5,2,4,2,2,False,0.0167,1.00,2000
3,2045,2,1,23,0.0012,245.00,5,2,4,2,2,False,0.0012,1.00,2000
4,2046,2,1,47,0.0009,265.00,5,2,4,2,2,False,0.0009,1.00,2000
0,4042,4,1,15,0.0012,322.00,7,2,4,2,2,False,0.0012,1.00,2000
1,4043,4,1,92,0.0146,399.00,7,2,4,2,2,False,0.0146,1.00,2000
2,4044,4,1,62,0.0189,343.00,7,2,4,2,2,False,0.0189,1.00,2000
3,4045,4,1,43,0.0056,399.00,7,2,4,2,2,False,0.0056,1.00,2000
4,4046,4,1,42,0.0000,385.00,7,2,4,2,2,False,0.0000,1.00,2000
