trial,H,success,epochs,final_mse,inference_rcp,R
0,0,0,2000,0.4871,60.00,2
0,0,0,2000,0.4995,111.00,2
1,0,0,2000,0.4996,114.00,2
2,0,0,2000,0.4995,117.00,2
3,0,0,2000,0.4992,108.00,2
4,0,0,2000,0.4995,114.00,2
5,0,0,2000,0.4995,111.00,2
6,0,0,2000,0.4995,114.00,2
7,0,0,2000,0.4996,111.00,2
8,0,0,2000,0.4991,114.00,2
9,0,0,2000,0.4995,108.00,2
0,1,0,2000,0.4995,168.00,2
1,1,0,2000,0.4996,168.00,2
2,1,1,80,0.0073,184.00,2
3,1,1,43,0.0094,180.00,2
4,1,0,2000,0.4996,156.00,2
5,1,0,2000,0.4995,160.00,2
6,1,1,401,0.0005,168.00,2
7,1,0,2000,0.4995,160.00,2
8,1,0,2000,0.4995,152.00,2
9,1,0,2000,0.4995,172.00,2
0,2,1,175,0.0005,230.00,2
1,2,0,2000,0.4992,205.00,2
2,2,0,2000,0.4995,200.00,2
3,2,0,2000,0.4995,225.00,2
4,2,1,148,0.0046,245.00,2
5,2,1,436,0.0196,275.00,2
6,2,1,40,0.0180,245.00,2
7,2,1,1980,0.0042,215.00,2
8,2,1,14,0.0118,230.00,2
9,2,0,2000,0.4995,225.00,2
0,4,1,84,0.0001,385.00,2
1,4,1,109,0.0087,385.00,2
2,4,0,2000,0.4995,308.00,2
3,4,1,44,0.0193,385.00,2
4,4,1,74,0.0002,357.00,2
5,4,0,2000,0.4995,336.00,2
6,4,1,19,0.0183,399.00,2
7,4,1,102,0.0001,301.00,2
8,4,0,2000,0.4995,322.00,2
9,4,1,285,0.0000,308.00,2
0,42,0,0,2000,0.4916,60.00,3,2
0,1042,1,1,317,0.0147,80.00,4,2
0,2042,2,1,315,0.0136,100.00,5,2
0,42,0,0,2000,0.4996,108.00,3,2
1,43,0,0,2000,0.4990,105.00,3,2
2,44,0,0,2000,0.4994,108.00,3,2
3,45,0,0,2000,0.4990,105.00,3,2
4,46,0,0,2000,0.4996,114.00,3,2
5,47,0,0,2000,0.4995,111.00,3,2
6,48,0,0,2000,0.4991,111.00,3,2
7,49,0,0,2000,0.4995,108.00,3,2
8,50,0,0,2000,0.4995,117.00,3,2
9,51,0,0,2000,0.4990,108.00,3,2
10,52,0,0,2000,0.4996,111.00,3,2
11,53,0,0,2000,0.4991,111.00,3,2
12,54,0,0,2000,0.4996,114.00,3,2
13,55,0,0,2000,0.4995,111.00,3,2
14,56,0,0,2000,0.4995,111.00,3,2
15,57,0,0,2000,0.4996,111.00,3,2
16,58,0,0,2000,0.4996,108.00,3,2
17,59,0,0,2000,0.4996,114.00,3,2
18,60,0,0,2000,0.4995,111.00,3,2
19,61,0,0,2000,0.4996,114.00,3,2
0,1042,1,0,2000,0.4995,152.00,4,2
1,1043,1,1,128,0.0041,180.00,4,2
2,1044,1,0,2000,0.4995,164.00,4,2
3,1045,1,1,656,0.0077,184.00,4,2
4,1046,1,1,98,0.0181,208.00,4,2
5,1047,1,0,2000,0.4995,152.00,4,2
6,1048,1,1,27,0.0000,172.00,4,2
7,1049,1,1,64,0.0081,184.00,4,2
8,1050,1,0,2000,0.4995,148.00,4,2
9,1051,1,0,2000,0.4995,156.00,4,2
10,1052,1,0,2000,0.4995,152.00,4,2
11,1053,1,1,414,0.0037,196.00,4,2
12,1054,1,0,2000,0.4995,176.00,4,2
13,1055,1,1,18,0.0127,212.00,4,2
14,1056,1,1,45,0.0037,176.00,4,2
15,1057,1,0,2000,0.4995,152.00,4,2
16,1058,1,0,2000,0.4996,156.00,4,2
17,1059,1,0,2000,0.4994,188.00,4,2
18,1060,1,0,2000,0.4995,148.00,4,2
19,1061,1,0,2000,0.4995,156.00,4,2
0,2042,2,0,2000,0.4995,220.00,5,2
1,2043,2,1,436,0.0000,210.00,5,2
2,2044,2,0,2000,0.4991,220.00,5,2
3,2045,2,1,51,0.0018,235.00,5,2
4,2046,2,0,2000,0.4995,200.00,5,2
5,2047,2,0,2000,0.4995,210.00,5,2
6,2048,2,1,1516,0.0000,225.00,5,2
7,2049,2,0,2000,0.4995,200.00,5,2
8,2050,2,1,62,0.0162,205.00,5,2
9,2051,2,0,2000,0.4994,225.00,5,2
10,2052,2,1,45,0.0028,245.00,5,2
11,2053,2,0,2000,0.4995,205.00,5,2
12,2054,2,0,2000,0.4993,190.00,5,2
13,2055,2,1,685,0.0001,230.00,5,2
14,2056,2,1,4,0.0026,260.00,5,2
15,2057,2,1,17,0.0068,250.00,5,2
16,2058,2,1,190,0.0048,245.00,5,2
17,2059,2,0,2000,0.4995,190.00,5,2
18,2060,2,0,2000,0.4996,225.00,5,2
19,2061,2,1,53,0.0000,215.00,5,2
0,4042,4,1,50,0.0002,315.00,7,2
1,4043,4,0,2000,0.4995,322.00,7,2
2,4044,4,0,2000,0.4993,301.00,7,2
3,4045,4,0,2000,0.4993,266.00,7,2
4,4046,4,1,89,0.0178,364.00,7,2
5,4047,4,1,19,0.0000,329.00,7,2
6,4048,4,1,47,0.0110,350.00,7,2
7,4049,4,0,2000,0.4995,308.00,7,2
8,4050,4,1,958,0.0001,343.00,7,2
9,4051,4,0,2000,0.4995,336.00,7,2
10,4052,4,1,69,0.0192,350.00,7,2
11,4053,4,0,2000,0.4995,308.00,7,2
12,4054,4,1,20,0.0042,308.00,7,2
13,4055,4,1,137,0.0133,378.00,7,2
14,4056,4,1,64,0.0069,378.00,7,2
15,4057,4,0,2000,0.4995,301.00,7,2
16,4058,4,1,52,0.0001,371.00,7,2
17,4059,4,1,43,0.0012,371.00,7,2
18,4060,4,0,2000,0.4995,294.00,7,2
19,4061,4,0,2000,0.4993,315.00,7,2
0,42,0,0,2000,0.4994,111.00,3,2,8,2,3
1,43,0,0,2000,0.4994,114.00,3,2,8,2,3
2,44,0,0,2000,0.4994,126.00,3,2,8,2,3
3,45,0,0,2000,0.4994,108.00,3,2,8,2,3
4,46,0,0,2000,0.4990,108.00,3,2,8,2,3
5,47,0,0,2000,0.4992,108.00,3,2,8,2,3
6,48,0,0,2000,0.4991,108.00,3,2,8,2,3
7,49,0,0,2000,0.4990,105.00,3,2,8,2,3
8,50,0,0,2000,0.4990,108.00,3,2,8,2,3
9,51,0,0,2000,0.4991,108.00,3,2,8,2,3
0,1042,1,1,46,0.0040,196.00,4,2,8,2,3
1,1043,1,1,6,0.0026,192.00,4,2,8,2,3
2,1044,1,1,31,0.0010,176.00,4,2,8,2,3
3,1045,1,1,175,0.0000,180.00,4,2,8,2,3
4,1046,1,1,37,0.0011,188.00,4,2,8,2,3
5,1047,1,1,11,0.0184,184.00,4,2,8,2,3
6,1048,1,1,33,0.0005,172.00,4,2,8,2,3
7,1049,1,1,1562,0.0025,208.00,4,2,8,2,3
8,1050,1,1,100,0.0001,172.00,4,2,8,2,3
9,1051,1,1,29,0.0054,196.00,4,2,8,2,3
0,2042,2,1,10,0.0069,215.00,5,2,8,2,3
1,2043,2,1,132,0.0022,245.00,5,2,8,2,3
2,2044,2,1,5,0.0087,245.00,5,2,8,2,3
3,2045,2,1,45,0.0000,230.00,5,2,8,2,3
4,2046,2,1,1838,0.0000,230.00,5,2,8,2,3
5,2047,2,1,38,0.0004,240.00,5,2,8,2,3
6,2048,2,1,5,0.0174,250.00,5,2,8,2,3
7,2049,2,1,9,0.0008,245.00,5,2,8,2,3
8,2050,2,1,13,0.0058,240.00,5,2,8,2,3
9,2051,2,1,5,0.0003,235.00,5,2,8,2,3
0,1042,1,1,46,0.0040,196.00,4,2,8,2,3,True,0.0040,1.00
1,1043,1,1,6,0.0026,192.00,4,2,8,2,3,True,0.0026,1.00
2,1044,1,1,31,0.0010,176.00,4,2,8,2,3,True,0.0010,1.00
3,1045,1,1,175,0.0000,180.00,4,2,8,2,3,True,0.0000,1.00
4,1046,1,1,37,0.0011,188.00,4,2,8,2,3,True,0.0011,1.00
5,1047,1,1,11,0.0184,184.00,4,2,8,2,3,True,0.0184,1.00
6,1048,1,1,33,0.0005,172.00,4,2,8,2,3,True,0.0005,1.00
7,1049,1,1,1562,0.0025,208.00,4,2,8,2,3,True,0.0025,1.00
8,1050,1,1,100,0.0001,172.00,4,2,8,2,3,True,0.0001,1.00
9,1051,1,1,29,0.0054,196.00,4,2,8,2,3,True,0.0054,1.00
0,2042,2,1,7,0.0000,230.00,5,2,8,2,3,True,0.0000,1.00
1,2043,2,1,170,0.0000,240.00,5,2,8,2,3,True,0.0000,1.00
2,2044,2,1,41,0.0000,215.00,5,2,8,2,3,True,0.0000,1.00
3,2045,2,1,34,0.0000,215.00,5,2,8,2,3,True,0.0000,1.00
4,2046,2,1,21,0.0072,250.00,5,2,8,2,3,True,0.0072,1.00
5,2047,2,1,4,0.0126,215.00,5,2,8,2,3,True,0.0126,1.00
6,2048,2,1,8,0.0132,265.00,5,2,8,2,3,True,0.0132,1.00
7,2049,2,1,94,0.0000,265.00,5,2,8,2,3,True,0.0000,1.00
8,2050,2,1,7,0.0129,235.00,5,2,8,2,3,True,0.0129,1.00
9,2051,2,1,21,0.0016,230.00,5,2,8,2,3,True,0.0016,1.00
0,1042,1,0,2000,0.3332,200.00,4,2,8,2,3,False,0.3332,0.75
1,1043,1,0,2000,0.3332,208.00,4,2,8,2,3,False,0.3332,0.75
2,1044,1,0,2000,0.3333,220.00,4,2,8,2,3,False,0.3333,0.75
3,1045,1,0,2000,0.3332,216.00,4,2,8,2,3,False,0.3332,0.75
4,1046,1,0,2000,0.3333,240.00,4,2,8,2,3,False,0.3333,0.75
5,1047,1,0,2000,0.3333,224.00,4,2,8,2,3,False,0.3333,0.75
6,1048,1,0,2000,0.3333,200.00,4,2,8,2,3,False,0.3333,0.75
7,1049,1,0,2000,0.3331,212.00,4,2,8,2,3,False,0.3331,0.75
8,1050,1,0,2000,0.3333,232.00,4,2,8,2,3,False,0.3333,0.75
9,1051,1,0,2000,0.3333,212.00,4,2,8,2,3,False,0.3333,0.75
0,2042,2,1,16,0.0000,240.00,5,2,8,2,3,False,0.0000,1.00
1,2043,2,1,6,0.0006,225.00,5,2,8,2,3,False,0.0006,1.00
2,2044,2,1,56,0.0143,250.00,5,2,8,2,3,False,0.0143,1.00
3,2045,2,1,17,0.0005,230.00,5,2,8,2,3,False,0.0005,1.00
4,2046,2,1,278,0.0000,230.00,5,2,8,2,3,False,0.0000,1.00
5,2047,2,1,39,0.0000,225.00,5,2,8,2,3,False,0.0000,1.00
6,2048,2,1,39,0.0012,245.00,5,2,8,2,3,False,0.0012,1.00
7,2049,2,1,1561,0.0076,290.00,5,2,8,2,3,False,0.0076,1.00
8,2050,2,1,7,0.0020,225.00,5,2,8,2,3,False,0.0020,1.00
9,2051,2,1,94,0.0080,265.00,5,2,8,2,3,False,0.0080,1.00
0,1042,1,1,354,0.0009,196.00,4,2,4,2,2,True,0.0009,1.00
