trial,base_seed,map_seed,noise_seed,layout,obstacle_density,sigma,grid,R,T,success,feasible,path_exists,penalty_used,steps,final_confidence,rcp,optimal_dist,active_cells,path_len,detour_ratio,n_obstacles,map_hash,mode,mode_variant,n_effective,R_effective
23,42,265,1265,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999819762,45000.0,18,100,0,0.0,20,b3d2ea496acaf089,adaptive,adaptive_heuristic_n1,1,3,3550
24,42,266,1266,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999958718,45000.0,18,100,0,0.0,20,cd223e5d4cdfb8d0,adaptive,adaptive_heuristic_n1,1,3,3550
25,42,267,1267,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.399392808733057,45000.0,18,100,0,0.0,20,7be1dbd269659705,adaptive,adaptive_heuristic_n1,1,3,3250
26,42,268,1268,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999554491,45000.0,18,100,0,0.0,20,6ac23c43fabf1682,adaptive,adaptive_heuristic_n1,1,3,2800
27,42,269,1269,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999734573,45000.0,18,100,0,0.0,20,569bbaaad985e07b,adaptive,adaptive_heuristic_n1,1,3,3200
28,42,270,1270,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999961128,45000.0,18,100,0,0.0,20,6397b6e48343e11e,adaptive,adaptive_heuristic_n1,1,3,3500
29,42,271,1271,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999755381,45000.0,18,100,0,0.0,20,272b3a1803137cd2,adaptive,adaptive_heuristic_n1,1,3,3350
30,42,272,1272,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999579761,45000.0,18,100,0,0.0,20,a81d383a72286274,adaptive,adaptive_heuristic_n1,1,3,3250
31,42,273,1273,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999219106,45000.0,18,100,0,0.0,20,c634f616da267397,adaptive,adaptive_heuristic_n1,1,3,2950
32,42,274,1274,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999541965,45000.0,18,100,0,0.0,20,66d9d4c76c424bee,adaptive,adaptive_heuristic_n1,1,3,3400
33,42,275,1275,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999769016,45000.0,18,100,0,0.0,20,0865ec18941158ee,adaptive,adaptive_heuristic_n1,1,3,3400
34,42,276,1276,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.38937372663524256,45000.0,18,100,0,0.0,20,ed5c48553c748fc8,adaptive,adaptive_heuristic_n1,1,3,2900
35,42,277,1277,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999975262,45000.0,18,100,0,0.0,20,bbbb55ee8d6317d8,adaptive,adaptive_heuristic_n1,1,3,2550
36,42,278,1278,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.46471521380381575,45000.0,18,100,0,0.0,20,58f415475a9a931a,adaptive,adaptive_heuristic_n1,1,3,3050
37,42,279,1279,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.3985076299614912,45000.0,18,100,0,0.0,20,7b868ae96a612078,adaptive,adaptive_heuristic_n1,1,3,3400
38,42,280,1280,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999664695,45000.0,18,100,0,0.0,20,65291f742d2429f5,adaptive,adaptive_heuristic_n1,1,3,2251
39,42,281,1281,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999971515,45000.0,18,100,0,0.0,20,f9b5dbde217ef9ec,adaptive,adaptive_heuristic_n1,1,3,3550
40,42,282,1282,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999714696,45000.0,18,100,0,0.0,20,a370ca72b131022b,adaptive,adaptive_heuristic_n1,1,3,2400
41,42,283,1283,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999718394,45000.0,18,100,0,0.0,20,2dbc2c842e231fbf,adaptive,adaptive_heuristic_n1,1,3,3350
42,42,284,1284,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.4649346046927224,45000.0,18,100,0,0.0,20,29072c451ce97d3e,adaptive,adaptive_heuristic_n1,1,3,3050
43,42,285,1285,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999598557,45000.0,18,100,0,0.0,20,3cc415989ab8aaa3,adaptive,adaptive_heuristic_n1,1,3,2750
44,42,286,1286,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.38540627494979984,45000.0,18,100,0,0.0,20,99b6978712b134a1,adaptive,adaptive_heuristic_n1,1,3,3400
45,42,287,1287,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.48596658013114435,45000.0,18,100,0,0.0,20,dda9abf31ee6d277,adaptive,adaptive_heuristic_n1,1,3,3000
46,42,288,1288,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999648107,45000.0,18,100,0,0.0,20,b63285f7c696fbcc,adaptive,adaptive_heuristic_n1,1,3,3350
47,42,289,1289,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.41152590395447197,45000.0,18,100,0,0.0,20,aa18542b29e2e47f,adaptive,adaptive_heuristic_n1,1,3,3800
48,42,290,1290,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.38842457649490014,45000.0,18,100,0,0.0,20,7df3f5b2be3d99b7,adaptive,adaptive_heuristic_n1,1,3,3100
49,42,291,1291,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999976267,45000.0,18,100,0,0.0,20,ce693a8ff2f3e17c,adaptive,adaptive_heuristic_n1,1,3,3550
50,42,292,1292,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.5018623965577997,45000.0,18,100,0,0.0,20,e0ef0bd515090551,adaptive,adaptive_heuristic_n1,1,3,3550
51,42,293,1293,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999344806,45000.0,18,100,0,0.0,20,2df72294a7bd3a2f,adaptive,adaptive_heuristic_n1,1,3,3350
52,42,294,1294,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999695135,45000.0,18,100,0,0.0,20,4990873ea8797095,adaptive,adaptive_heuristic_n1,1,3,3101
53,42,295,1295,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999699896,45000.0,18,100,0,0.0,20,d6546bf79c1506bf,adaptive,adaptive_heuristic_n1,1,3,3250
54,42,296,1296,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.41799560309907635,45000.0,18,100,0,0.0,20,fc6b02685d68b948,adaptive,adaptive_heuristic_n1,1,3,2900
55,42,297,1297,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999440992,45000.0,18,100,0,0.0,20,1533acbadb59994a,adaptive,adaptive_heuristic_n1,1,3,3650
56,42,298,1298,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999526736,45000.0,18,100,0,0.0,20,2e22853eda0fea00,adaptive,adaptive_heuristic_n1,1,3,3251
57,42,299,1299,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999972814,45000.0,18,100,0,0.0,20,57681d8e26b78562,adaptive,adaptive_heuristic_n1,1,3,3300
58,42,300,1300,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.41429839244669864,45000.0,18,100,0,0.0,20,9e140f9df4112bab,adaptive,adaptive_heuristic_n1,1,3,2700
59,42,301,1301,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999744124,45000.0,18,100,0,0.0,20,e63e35b1c8b0408b,adaptive,adaptive_heuristic_n1,1,3,2850
60,42,302,1302,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.4958812726636146,45000.0,18,100,0,0.0,20,bdd15a65cb63d5b4,adaptive,adaptive_heuristic_n1,1,3,3500
61,42,303,1303,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999966324,45000.0,18,100,0,0.0,20,8b471499590d517d,adaptive,adaptive_heuristic_n1,1,3,3200
62,42,304,1304,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999707374,45000.0,18,100,0,0.0,20,134b8074665844cf,adaptive,adaptive_heuristic_n1,1,3,3000
63,42,305,1305,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.3398781452019217,45000.0,18,100,0,0.0,20,5d9e22a1e6b4585a,adaptive,adaptive_heuristic_n1,1,3,2801
64,42,306,1306,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999550284,45000.0,18,100,0,0.0,20,2603e5dc193969e7,adaptive,adaptive_heuristic_n1,1,3,2951
65,42,307,1307,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.37070539893124654,45000.0,18,100,0,0.0,20,c6a02e86d972fa04,adaptive,adaptive_heuristic_n1,1,3,3400
66,42,308,1308,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999502299,45000.0,18,100,0,0.0,20,992354642d603215,adaptive,adaptive_heuristic_n1,1,3,3200
67,42,309,1309,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999822031,45000.0,18,100,0,0.0,20,e7ab723916913ad6,adaptive,adaptive_heuristic_n1,1,3,3900
68,42,310,1310,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999631171,45000.0,18,100,0,0.0,20,9af4588894ab6dac,adaptive,adaptive_heuristic_n1,1,3,3400
69,42,311,1311,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.3717886274993486,45000.0,18,100,0,0.0,20,3396f547f1c0d531,adaptive,adaptive_heuristic_n1,1,3,3500
70,42,312,1312,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999595375,45000.0,18,100,0,0.0,20,1c4ca5670979a6b9,adaptive,adaptive_heuristic_n1,1,3,3400
71,42,313,1313,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999638961,45000.0,18,100,0,0.0,20,8b26c1daabaaa140,adaptive,adaptive_heuristic_n1,1,3,3800
72,42,314,1314,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999771696,45000.0,18,100,0,0.0,20,258e408e2460059e,adaptive,adaptive_heuristic_n1,1,3,3050
73,42,315,1315,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999626457,45000.0,18,100,0,0.0,20,ab803130e996499e,adaptive,adaptive_heuristic_n1,1,3,2700
74,42,316,1316,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999957261,45000.0,18,100,0,0.0,20,446815c8d67a3f9b,adaptive,adaptive_heuristic_n1,1,3,3250
75,42,317,1317,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999724933,45000.0,18,100,0,0.0,20,16a9438e9729b447,adaptive,adaptive_heuristic_n1,1,3,3650
76,42,318,1318,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999709228,45000.0,18,100,0,0.0,20,f85c8b1c4d079d2f,adaptive,adaptive_heuristic_n1,1,3,3650
77,42,319,1319,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999712827,45000.0,18,100,0,0.0,20,07062785472452b3,adaptive,adaptive_heuristic_n1,1,3,2800
78,42,320,1320,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999547213,45000.0,18,100,0,0.0,20,76b16e726e06fedd,adaptive,adaptive_heuristic_n1,1,3,3051
79,42,321,1321,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999795913,45000.0,18,100,0,0.0,20,bf536743b1bdc920,adaptive,adaptive_heuristic_n1,1,3,3100
80,42,322,1322,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999742979,45000.0,18,100,0,0.0,20,8966558de4fe6971,adaptive,adaptive_heuristic_n1,1,3,3500
81,42,323,1323,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999731743,45000.0,18,100,0,0.0,20,e8428676d2f6a49a,adaptive,adaptive_heuristic_n1,1,3,3400
82,42,324,1324,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999574027,45000.0,18,100,0,0.0,20,7714c5bd717d0274,adaptive,adaptive_heuristic_n1,1,3,3450
83,42,325,1325,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999795217,45000.0,18,100,0,0.0,20,2eae695231d49c5c,adaptive,adaptive_heuristic_n1,1,3,3750
84,42,326,1326,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999413355,45000.0,18,100,0,0.0,20,f1972b4c8fb70033,adaptive,adaptive_heuristic_n1,1,3,3600
85,42,327,1327,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999609915,45000.0,18,100,0,0.0,20,32d2b04449be4f58,adaptive,adaptive_heuristic_n1,1,3,2900
86,42,328,1328,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.3968993551381198,45000.0,18,100,0,0.0,20,ab43fe5e6a3e6b44,adaptive,adaptive_heuristic_n1,1,3,2750
87,42,329,1329,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999577928,45000.0,18,100,0,0.0,20,735f6f8787f4f327,adaptive,adaptive_heuristic_n1,1,3,3600
88,42,330,1330,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.3584551999818716,45000.0,18,100,0,0.0,20,1669fa671bcfdf8c,adaptive,adaptive_heuristic_n1,1,3,3400
89,42,331,1331,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999727367,45000.0,18,100,0,0.0,20,ba199df04d86124a,adaptive,adaptive_heuristic_n1,1,3,3401
90,42,332,1332,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999737308,45000.0,18,100,0,0.0,20,b0ef688c1035ca36,adaptive,adaptive_heuristic_n1,1,3,3500
91,42,333,1333,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999784764,45000.0,18,100,0,0.0,20,ab35e63b1c607810,adaptive,adaptive_heuristic_n1,1,3,3400
92,42,334,1334,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.4151568133880106,45000.0,18,100,0,0.0,20,ec87509f09195514,adaptive,adaptive_heuristic_n1,1,3,3250
93,42,335,1335,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.5180777687503934,45000.0,18,100,0,0.0,20,4784f515eb767579,adaptive,adaptive_heuristic_n1,1,3,3400
94,42,336,1336,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999952109,45000.0,18,100,0,0.0,20,3ea925926aabd874,adaptive,adaptive_heuristic_n1,1,3,3650
95,42,337,1337,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.4214877245125833,45000.0,18,100,0,0.0,20,36d1a73b8cd2f0f2,adaptive,adaptive_heuristic_n1,1,3,3250
96,42,338,1338,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999719145,45000.0,18,100,0,0.0,20,c77ec63e9c4940e5,adaptive,adaptive_heuristic_n1,1,3,3650
97,42,339,1339,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999965523,45000.0,18,100,0,0.0,20,41997a3ec5e9e1d5,adaptive,adaptive_heuristic_n1,1,3,3450
98,42,340,1340,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.9999999999579507,45000.0,18,100,0,0.0,20,4f41e6ce1d94cbc8,adaptive,adaptive_heuristic_n1,1,3,3750
99,42,341,1341,random,0.2,0.1,10,3,0.2,0,1,1,0,50,0.999999999940399,45000.0,18,100,0,0.0,20,d70bec48a0a8badc,adaptive,adaptive_heuristic_n1,1,3,2950
0,42,342,1342,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999423843,22500.0,18,18,18,1.0,30,b97c0e32af92f6cb,adaptive,adaptive_heuristic_n2,2,5,1700
1,42,343,1343,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999464301,22500.0,18,18,18,1.0,30,abed8f241d0fdfbb,adaptive,adaptive_heuristic_n2,2,5,1650
2,42,344,1344,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999194378,22500.0,18,18,18,1.0,30,4811dd2dae8cb9e0,adaptive,adaptive_heuristic_n2,2,5,2050
3,42,345,1345,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.681981713018422,22500.0,18,18,18,1.0,30,87712cb39cbf00c6,adaptive,adaptive_heuristic_n2,2,5,1500
4,42,346,1346,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999381266,22500.0,18,18,18,1.0,30,93bda4a48dfa997c,adaptive,adaptive_heuristic_n2,2,5,1800
5,42,347,1347,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.628363210135545,22500.0,18,18,18,1.0,30,d078b0c52c9c7226,adaptive,adaptive_heuristic_n2,2,5,1550
6,42,348,1348,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5189764774204692,22500.0,18,18,18,1.0,30,3ff8ce619fd09b43,adaptive,adaptive_heuristic_n2,2,5,2150
7,42,349,1349,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999350082,22500.0,18,18,18,1.0,30,191f362f44046d1b,adaptive,adaptive_heuristic_n2,2,5,1600
8,42,350,1350,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5433104838645624,25000.0,20,20,20,1.0,30,735c3220cd9a261c,adaptive,adaptive_heuristic_n2,2,5,1750
9,42,351,1351,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999998965938,22500.0,18,18,18,1.0,30,8ff64accb5049c94,adaptive,adaptive_heuristic_n2,2,5,2100
10,42,352,1352,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999590582,22500.0,18,18,18,1.0,30,fa95e0e94f344ebf,adaptive,adaptive_heuristic_n2,2,5,1650
11,42,353,1353,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5027087509884794,25000.0,20,20,20,1.0,30,3d586f05c2cf7daa,adaptive,adaptive_heuristic_n2,2,5,1851
12,42,354,1354,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.999999999895682,22500.0,18,18,18,1.0,30,752bd9afd490b1af,adaptive,adaptive_heuristic_n2,2,5,2100
13,42,355,1355,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999412047,22500.0,18,18,18,1.0,30,217992e33f7185c8,adaptive,adaptive_heuristic_n2,2,5,1800
14,42,356,1356,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.99999999995571,22500.0,18,18,18,1.0,30,26234d074acf9ee8,adaptive,adaptive_heuristic_n2,2,5,1950
15,42,357,1357,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999509088,22500.0,18,18,18,1.0,30,6efc86b332dcdf0a,adaptive,adaptive_heuristic_n2,2,5,1750
16,42,358,1358,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999031339,22500.0,18,18,18,1.0,30,0e7fe8c79ccff5bd,adaptive,adaptive_heuristic_n2,2,5,1850
17,42,359,1359,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.999999999953181,22500.0,18,18,18,1.0,30,67e8cd52b2e4a138,adaptive,adaptive_heuristic_n2,2,5,1650
18,42,360,1360,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5479192083317732,22500.0,18,18,18,1.0,30,b5b5f76eecb44dd6,adaptive,adaptive_heuristic_n2,2,5,1751
19,42,361,1361,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999683344,22500.0,18,18,18,1.0,30,6a0e891dd33b58b5,adaptive,adaptive_heuristic_n2,2,5,1851
20,42,362,1362,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999502088,22500.0,18,18,18,1.0,30,835ed14f0c5cb343,adaptive,adaptive_heuristic_n2,2,5,2150
21,42,363,1363,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.502716832111615,22500.0,18,18,18,1.0,30,fb0178e3c147b22a,adaptive,adaptive_heuristic_n2,2,5,1600
22,42,364,1364,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999510072,22500.0,18,18,18,1.0,30,5adb67d6acace960,adaptive,adaptive_heuristic_n2,2,5,1700
23,42,365,1365,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.999999999922836,22500.0,18,18,18,1.0,30,6f1da16531220f6d,adaptive,adaptive_heuristic_n2,2,5,1700
24,42,366,1366,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999998518752,22500.0,18,18,18,1.0,30,e0b2e5f6fcafc7d6,adaptive,adaptive_heuristic_n2,2,5,1700
25,42,367,1367,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999361419,25000.0,20,20,20,1.0,30,09ca7b247f0e5b5b,adaptive,adaptive_heuristic_n2,2,5,1850
26,42,368,1368,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999629532,22500.0,18,18,18,1.0,30,1935d766a52d09fe,adaptive,adaptive_heuristic_n2,2,5,1600
27,42,369,1369,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.6464482084939844,22500.0,18,18,18,1.0,30,75723889d19f9e92,adaptive,adaptive_heuristic_n2,2,5,1950
28,42,370,1370,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999522494,30000.0,24,24,24,1.0,30,0ce668135cdcb566,adaptive,adaptive_heuristic_n2,2,5,1800
29,42,371,1371,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999998842263,22500.0,18,18,18,1.0,30,04da9a0a980d8cae,adaptive,adaptive_heuristic_n2,2,5,1650
30,42,372,1372,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999089553,22500.0,18,18,18,1.0,30,0d5ec919f7dbb81d,adaptive,adaptive_heuristic_n2,2,5,1902
31,42,373,1373,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5266558387484336,22500.0,18,18,18,1.0,30,6bbbed1e3d66674d,adaptive,adaptive_heuristic_n2,2,5,1850
32,42,374,1374,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999173192,22500.0,18,18,18,1.0,30,34943545a327304a,adaptive,adaptive_heuristic_n2,2,5,1900
33,42,375,1375,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999438756,22500.0,18,18,18,1.0,30,a22f534006244795,adaptive,adaptive_heuristic_n2,2,5,1800
34,42,376,1376,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999198765,25000.0,20,20,20,1.0,30,58d0605d697a4b4e,adaptive,adaptive_heuristic_n2,2,5,1850
35,42,377,1377,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999627571,22500.0,18,18,18,1.0,30,84ca83b7f8ffa50b,adaptive,adaptive_heuristic_n2,2,5,1750
36,42,378,1378,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999998531766,22500.0,18,18,18,1.0,30,090d767482a391f6,adaptive,adaptive_heuristic_n2,2,5,2001
37,42,379,1379,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999242511,22500.0,18,18,18,1.0,30,721fcdd88bc717a9,adaptive,adaptive_heuristic_n2,2,5,2000
38,42,380,1380,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999249083,22500.0,18,18,18,1.0,30,827c3b2f1f1f3e40,adaptive,adaptive_heuristic_n2,2,5,1850
39,42,381,1381,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999998753766,22500.0,18,18,18,1.0,30,0776cb53b2597443,adaptive,adaptive_heuristic_n2,2,5,1951
40,42,382,1382,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.6004886210453434,22500.0,18,18,18,1.0,30,a0c46068996a852b,adaptive,adaptive_heuristic_n2,2,5,1851
41,42,383,1383,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999360858,22500.0,18,18,18,1.0,30,1c843f2ea751a3bc,adaptive,adaptive_heuristic_n2,2,5,2201
42,42,384,1384,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.999999999950517,22500.0,18,18,18,1.0,30,5d167b5f7e08aea4,adaptive,adaptive_heuristic_n2,2,5,1900
43,42,385,1385,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.69285563061862,25000.0,20,20,20,1.0,30,4ef3bd16812731bc,adaptive,adaptive_heuristic_n2,2,5,2050
44,42,386,1386,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.6471211781867559,22500.0,18,18,18,1.0,30,f9701ab8a3f78041,adaptive,adaptive_heuristic_n2,2,5,2050
45,42,387,1387,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999362745,22500.0,18,18,18,1.0,30,0051c655dda231f0,adaptive,adaptive_heuristic_n2,2,5,1750
46,42,388,1388,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999477689,22500.0,18,18,18,1.0,30,ce5d7fcf8593c557,adaptive,adaptive_heuristic_n2,2,5,1600
47,42,389,1389,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999149747,22500.0,18,18,18,1.0,30,136220a19c08586f,adaptive,adaptive_heuristic_n2,2,5,1850
48,42,390,1390,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999052476,25000.0,20,20,20,1.0,30,b42a593f2a003b46,adaptive,adaptive_heuristic_n2,2,5,1650
49,42,391,1391,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999554428,22500.0,18,18,18,1.0,30,04a4de43d9251dd5,adaptive,adaptive_heuristic_n2,2,5,1700
50,42,392,1392,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999597164,22500.0,18,18,18,1.0,30,59aa563cbf81661e,adaptive,adaptive_heuristic_n2,2,5,1700
51,42,393,1393,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.543449587723433,22500.0,18,18,18,1.0,30,6f190dfed8178b8a,adaptive,adaptive_heuristic_n2,2,5,1800
52,42,394,1394,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5428426184003619,22500.0,18,18,18,1.0,30,3794728e2c9e7dbb,adaptive,adaptive_heuristic_n2,2,5,2201
53,42,395,1395,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999486274,22500.0,18,18,18,1.0,30,a68c0d8554d2d931,adaptive,adaptive_heuristic_n2,2,5,1900
54,42,396,1396,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5238304153786884,22500.0,18,18,18,1.0,30,14904fc122bef34f,adaptive,adaptive_heuristic_n2,2,5,1700
55,42,397,1397,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999521187,22500.0,18,18,18,1.0,30,d200f19c84fdb950,adaptive,adaptive_heuristic_n2,2,5,1500
56,42,398,1398,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999450413,25000.0,20,20,20,1.0,30,fcef092368bc049f,adaptive,adaptive_heuristic_n2,2,5,1700
57,42,399,1399,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5440094281203175,22500.0,18,18,18,1.0,30,45535b8b7de40565,adaptive,adaptive_heuristic_n2,2,5,1800
58,42,400,1400,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.5351296923305413,22500.0,18,18,18,1.0,30,1895001e19a1adc6,adaptive,adaptive_heuristic_n2,2,5,2000
59,42,401,1401,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999498932,22500.0,18,18,18,1.0,30,a1f63b60287b1775,adaptive,adaptive_heuristic_n2,2,5,1700
60,42,402,1402,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.6271883147175673,22500.0,18,18,18,1.0,30,0d7a0795d4e2cb18,adaptive,adaptive_heuristic_n2,2,5,1850
61,42,403,1403,random,0.3,0.1,10,5,0.2,1,1,1,0,50,0.9999999999274495,22500.0,18,18,18,1.0,30,cec95bf04ee44866,adaptive,adaptive_heuristic_n2,2,5,1850
